index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,14-gemmascope-res-16k, sizing attributes related to responsive design in web development,,oai_token-act-pair,
1,gemma-2-9b,14-gemmascope-res-16k,references to influential artists and cultural figures,,oai_token-act-pair,
2,gemma-2-9b,14-gemmascope-res-16k,"terms related to medical conditions, specifically infections and bacteria",,oai_token-act-pair,
3,gemma-2-9b,14-gemmascope-res-16k,phrases that acknowledge contrasting situations or outcomes,,oai_token-act-pair,
4,gemma-2-9b,14-gemmascope-res-16k,references to work and workplace environments,,oai_token-act-pair,
5,gemma-2-9b,14-gemmascope-res-16k,"mathematical expressions, particularly those involving summation and notation related to functions or series",,oai_token-act-pair,
6,gemma-2-9b,14-gemmascope-res-16k,specific biological and statistical measurements related to health and disease,,oai_token-act-pair,
7,gemma-2-9b,14-gemmascope-res-16k, blocks of whitespace,,oai_token-act-pair,
8,gemma-2-9b,14-gemmascope-res-16k," occurrences of the word ""System"" in various contexts",,oai_token-act-pair,
9,gemma-2-9b,14-gemmascope-res-16k, equality and comparison operators in programming contexts,,oai_token-act-pair,
10,gemma-2-9b,14-gemmascope-res-16k,terms and metrics related to feature selection and evaluation in algorithms,,oai_token-act-pair,
11,gemma-2-9b,14-gemmascope-res-16k, code related to mouse events and interactions,,oai_token-act-pair,
12,gemma-2-9b,14-gemmascope-res-16k,topics related to moral judgment and religious beliefs,,oai_token-act-pair,
13,gemma-2-9b,14-gemmascope-res-16k, statistics and results related to sports events,,oai_token-act-pair,
14,gemma-2-9b,14-gemmascope-res-16k,references to legal disputes and their outcomes,,oai_token-act-pair,
15,gemma-2-9b,14-gemmascope-res-16k, phrases that identify specific political candidates and their affiliations,,oai_token-act-pair,
16,gemma-2-9b,14-gemmascope-res-16k,references to legal and regulatory topics,,oai_token-act-pair,
17,gemma-2-9b,14-gemmascope-res-16k,entities related to business and corporate structures,,oai_token-act-pair,
18,gemma-2-9b,14-gemmascope-res-16k,terms related to greenhouse gas emissions and climate change regulation,,oai_token-act-pair,
19,gemma-2-9b,14-gemmascope-res-16k,concepts and imagery related to conflict and societal challenges,,oai_token-act-pair,
20,gemma-2-9b,14-gemmascope-res-16k, verbs and phrases related to observation and witnessing,,oai_token-act-pair,
21,gemma-2-9b,14-gemmascope-res-16k, calls to superclass methods in code,,oai_token-act-pair,
22,gemma-2-9b,14-gemmascope-res-16k, references to related content or suggestions,,oai_token-act-pair,
