index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,35-gemmascope-res-16k,"variations of the word ""how"" indicating inquiry or questioning",,oai_token-act-pair,
1,gemma-2-9b,35-gemmascope-res-16k, programming definitions and syntax related to document preparation systems,,oai_token-act-pair,
2,gemma-2-9b,35-gemmascope-res-16k, proper nouns and specific names related to people or places,,oai_token-act-pair,
3,gemma-2-9b,35-gemmascope-res-16k, references to numerical ratings or rankings,,oai_token-act-pair,
4,gemma-2-9b,35-gemmascope-res-16k,function definitions in code,,oai_token-act-pair,
5,gemma-2-9b,35-gemmascope-res-16k,emphatic statements and expressions of strong opinions or instructions,,oai_token-act-pair,
6,gemma-2-9b,35-gemmascope-res-16k,elements related to noteworthy events and key figures in various contexts,,oai_token-act-pair,
7,gemma-2-9b,35-gemmascope-res-16k,mentions of historical figures and their narratives,,oai_token-act-pair,
8,gemma-2-9b,35-gemmascope-res-16k, strings that contain a mix of alphanumeric characters,,oai_token-act-pair,
9,gemma-2-9b,35-gemmascope-res-16k,structured data related to numerical values or codes,,oai_token-act-pair,
10,gemma-2-9b,35-gemmascope-res-16k, specific gene names and identifying abbreviations related to biological studies,,oai_token-act-pair,
11,gemma-2-9b,35-gemmascope-res-16k,"references to ""low"" in various contexts, especially related to levels, states, or conditions",,oai_token-act-pair,
12,gemma-2-9b,35-gemmascope-res-16k, words associated with enslavement or control,,oai_token-act-pair,
13,gemma-2-9b,35-gemmascope-res-16k,"terms related to health and medical conditions, particularly those involving ""ure"" as a suffix",,oai_token-act-pair,
14,gemma-2-9b,35-gemmascope-res-16k,legal terminology and conditions related to legal documents and rulings,,oai_token-act-pair,
15,gemma-2-9b,35-gemmascope-res-16k,terms related to car finance and loans,,oai_token-act-pair,
16,gemma-2-9b,35-gemmascope-res-16k, comments and documentation elements in code,,oai_token-act-pair,
17,gemma-2-9b,35-gemmascope-res-16k, statements asserting falsehood or negation,,oai_token-act-pair,
18,gemma-2-9b,35-gemmascope-res-16k, geographical names and locations,,oai_token-act-pair,
19,gemma-2-9b,35-gemmascope-res-16k, references to educational recognition and ceremonies,,oai_token-act-pair,
20,gemma-2-9b,35-gemmascope-res-16k,references to debugging operations in programming contexts,,oai_token-act-pair,False
21,gemma-2-9b,35-gemmascope-res-16k," technical terms related to science and engineering, particularly those concerning materials and their properties",,oai_token-act-pair,
22,gemma-2-9b,35-gemmascope-res-16k," Java programming language constructs, specifically related to entity management and annotations",,oai_token-act-pair,
23,gemma-2-9b,35-gemmascope-res-16k,references to nations and their political or economic attributes,,oai_token-act-pair,
24,gemma-2-9b,35-gemmascope-res-16k,references to tracking devices and monitoring applications,,oai_token-act-pair,
25,gemma-2-9b,35-gemmascope-res-16k,"questions beginning with ""How.""",,oai_token-act-pair,
26,gemma-2-9b,35-gemmascope-res-16k,phrases and terms related to clarity and definition,,oai_token-act-pair,
27,gemma-2-9b,35-gemmascope-res-16k,references to alternative economic theories and criticisms of traditional economics,,oai_token-act-pair,
28,gemma-2-9b,35-gemmascope-res-16k,elements related to opera and musical performances,,oai_token-act-pair,
29,gemma-2-9b,35-gemmascope-res-16k, attributes related to creativity and performance in sports,,oai_token-act-pair,
30,gemma-2-9b,35-gemmascope-res-16k,exception handling code in programming,,oai_token-act-pair,
31,gemma-2-9b,35-gemmascope-res-16k,terms related to organizational activities and their impacts,,oai_token-act-pair,
32,gemma-2-9b,35-gemmascope-res-16k,terms related to ionic compounds and their properties,,oai_token-act-pair,
33,gemma-2-9b,35-gemmascope-res-16k,clinical terms related to obesity and its associated health metrics,,oai_token-act-pair,
34,gemma-2-9b,35-gemmascope-res-16k," references to contests, prizes, and winning opportunities",,oai_token-act-pair,
35,gemma-2-9b,35-gemmascope-res-16k,titles of academic journals,,oai_token-act-pair,
36,gemma-2-9b,35-gemmascope-res-16k,references to gaming and programming frustrations,,oai_token-act-pair,
37,gemma-2-9b,35-gemmascope-res-16k,function calls or method invocations in code,,oai_token-act-pair,
38,gemma-2-9b,35-gemmascope-res-16k, phrases related to discussions and assumptions in academic or technical contexts,,oai_token-act-pair,
39,gemma-2-9b,35-gemmascope-res-16k, references to identity and identification of individuals,,oai_token-act-pair,
40,gemma-2-9b,35-gemmascope-res-16k,different types of messages in a messaging system,,oai_token-act-pair,
41,gemma-2-9b,35-gemmascope-res-16k,mentions of the React framework and its related libraries or components,,oai_token-act-pair,
42,gemma-2-9b,35-gemmascope-res-16k," references to specific events, dates, and significant occurrences",,oai_token-act-pair,
43,gemma-2-9b,35-gemmascope-res-16k, technical descriptions of mechanical or electronic components,,oai_token-act-pair,
44,gemma-2-9b,35-gemmascope-res-16k,phrases indicating the relationship between actions or conditions and their negative consequences,,oai_token-act-pair,
45,gemma-2-9b,35-gemmascope-res-16k,terms associated with octets in a technical or biological context,,oai_token-act-pair,
46,gemma-2-9b,35-gemmascope-res-16k,terms related to memory management and optimization coding practices,,oai_token-act-pair,
47,gemma-2-9b,35-gemmascope-res-16k,references to religious texts and concepts,,oai_token-act-pair,
48,gemma-2-9b,35-gemmascope-res-16k, references to notable events or recognitions,,oai_token-act-pair,
49,gemma-2-9b,35-gemmascope-res-16k,terms related to depression and its somatic symptoms,,oai_token-act-pair,
50,gemma-2-9b,35-gemmascope-res-16k,technical details related to cell culture and laboratory protocols,,oai_token-act-pair,
51,gemma-2-9b,35-gemmascope-res-16k, terms related to immune regulation and metabolic processes,,oai_token-act-pair,
52,gemma-2-9b,35-gemmascope-res-16k, words related to programming concepts and data types,,oai_token-act-pair,
53,gemma-2-9b,35-gemmascope-res-16k,indicators of academic and professional qualifications,,oai_token-act-pair,
54,gemma-2-9b,35-gemmascope-res-16k, expressions of frustration or commands,,oai_token-act-pair,
