index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,23-gemmascope-res-16k," programming-related syntax, particularly variable assignments and data structures",,oai_token-act-pair,
1,gemma-2-9b,23-gemmascope-res-16k,technical terms related to boat speed and propulsion systems,,oai_token-act-pair,
2,gemma-2-9b,23-gemmascope-res-16k, attributes related to layout and spacing in user interface design,,oai_token-act-pair,
3,gemma-2-9b,23-gemmascope-res-16k, references to class inheritance and implementation in code,,oai_token-act-pair,
4,gemma-2-9b,23-gemmascope-res-16k,elements related to significant results or key components in structured texts,,oai_token-act-pair,
5,gemma-2-9b,23-gemmascope-res-16k,"structured data representations or syntax, particularly in programming or markup languages",,oai_token-act-pair,
6,gemma-2-9b,23-gemmascope-res-16k, specific material properties and features in product descriptions,,oai_token-act-pair,
7,gemma-2-9b,23-gemmascope-res-16k,words related to effort and hard work,,oai_token-act-pair,
8,gemma-2-9b,23-gemmascope-res-16k,"various forms of the word ""condition"" and its relevance in different contexts",,oai_token-act-pair,
9,gemma-2-9b,23-gemmascope-res-16k,terms related to mathematical or computational modeling techniques,,oai_token-act-pair,
10,gemma-2-9b,23-gemmascope-res-16k, phrases indicating speech or quotations,,oai_token-act-pair,
11,gemma-2-9b,23-gemmascope-res-16k, mentions of historical dates and events,,oai_token-act-pair,
12,gemma-2-9b,23-gemmascope-res-16k, key details and elements related to biochemical and geological processes,,oai_token-act-pair,
13,gemma-2-9b,23-gemmascope-res-16k,dates and references to legal cases or proceedings,,oai_token-act-pair,
14,gemma-2-9b,23-gemmascope-res-16k,phrases indicating causation or conditions,,oai_token-act-pair,
15,gemma-2-9b,23-gemmascope-res-16k, financial terms and concepts related to accounting and asset management,,oai_token-act-pair,
16,gemma-2-9b,23-gemmascope-res-16k,references to safety and legal matters in clinical studies,,oai_token-act-pair,False
17,gemma-2-9b,23-gemmascope-res-16k,"elements related to programming, specifically marked classes and data structures",,oai_token-act-pair,
18,gemma-2-9b,23-gemmascope-res-16k,terms and phrases related to the death penalty and capital punishment,,oai_token-act-pair,
19,gemma-2-9b,23-gemmascope-res-16k, references to personal experiences and interactions,,oai_token-act-pair,
20,gemma-2-9b,23-gemmascope-res-16k,"references to digital content, communication, and community engagement",,oai_token-act-pair,
21,gemma-2-9b,23-gemmascope-res-16k,references to academic publications and citations,,oai_token-act-pair,
22,gemma-2-9b,23-gemmascope-res-16k,references to statistics and quantitative measures in a scientific context,,oai_token-act-pair,
23,gemma-2-9b,23-gemmascope-res-16k, terms related to terrorism and counter-terrorism efforts,,oai_token-act-pair,
24,gemma-2-9b,23-gemmascope-res-16k,references to health education and the need for increased awareness on health-related issues,,oai_token-act-pair,
25,gemma-2-9b,23-gemmascope-res-16k,specific numerical values and their relationships within a text,,oai_token-act-pair,
26,gemma-2-9b,23-gemmascope-res-16k," instances of structured programming elements like functions, classes, and control flow statements in code",,oai_token-act-pair,
