index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,12-gemmascope-res-16k,elements related to strong emotional experiences,,oai_token-act-pair,
1,gemma-2-9b,12-gemmascope-res-16k,"references to people, specifically authors, characters, and producers in a variety of media",,oai_token-act-pair,
2,gemma-2-9b,12-gemmascope-res-16k, names of people along with their birth dates,,oai_token-act-pair,
3,gemma-2-9b,12-gemmascope-res-16k, technical terms and concepts related to energy and thermodynamics in physical systems,,oai_token-act-pair,
4,gemma-2-9b,12-gemmascope-res-16k,elements related to contact and communication forms,,oai_token-act-pair,
5,gemma-2-9b,12-gemmascope-res-16k, contrasts and distinctions between concepts,,oai_token-act-pair,
6,gemma-2-9b,12-gemmascope-res-16k, scientific terms and statistics related to medical research and tests,,oai_token-act-pair,
7,gemma-2-9b,12-gemmascope-res-16k,references to the current year and related events,,oai_token-act-pair,
8,gemma-2-9b,12-gemmascope-res-16k, keywords related to VPN and proxy services,,oai_token-act-pair,
9,gemma-2-9b,12-gemmascope-res-16k,phrases indicating desire or intentions,,oai_token-act-pair,
10,gemma-2-9b,12-gemmascope-res-16k,statistical data and significance values in research contexts,,oai_token-act-pair,
11,gemma-2-9b,12-gemmascope-res-16k,phrases related to evolutionary biology and reproductive cycles,,oai_token-act-pair,
12,gemma-2-9b,12-gemmascope-res-16k,"numerical and mathematical expressions, specifically focusing on values and calculations",,oai_token-act-pair,
13,gemma-2-9b,12-gemmascope-res-16k,bacterial species and their characteristics,,oai_token-act-pair,
14,gemma-2-9b,12-gemmascope-res-16k, code or syntax related to API specifications and libraries,,oai_token-act-pair,
15,gemma-2-9b,12-gemmascope-res-16k, code syntax related to templates and function definitions,,oai_token-act-pair,
16,gemma-2-9b,12-gemmascope-res-16k,references to workforce management and staffing levels,,oai_token-act-pair,
17,gemma-2-9b,12-gemmascope-res-16k, phrases related to personal experiences and interactions,,oai_token-act-pair,
18,gemma-2-9b,12-gemmascope-res-16k,dialogue and questioning within a conversational context,,oai_token-act-pair,
19,gemma-2-9b,12-gemmascope-res-16k," sequences or patterns involving specific symbols and structured elements, possibly related to mathematical or technical notations",,oai_token-act-pair,
20,gemma-2-9b,12-gemmascope-res-16k," references to construction, renovations, or improvements in infrastructure",,oai_token-act-pair,
21,gemma-2-9b,12-gemmascope-res-16k, quantifiable statistics and estimates related to populations or groups,,oai_token-act-pair,
22,gemma-2-9b,12-gemmascope-res-16k,phrases and guidelines related to medication usage and safety,,oai_token-act-pair,
23,gemma-2-9b,12-gemmascope-res-16k, references to statistical models and their associated probabilities,,oai_token-act-pair,
24,gemma-2-9b,12-gemmascope-res-16k, names of restaurants and food items,,oai_token-act-pair,
25,gemma-2-9b,12-gemmascope-res-16k, references to educational settings and related terms,,oai_token-act-pair,
26,gemma-2-9b,12-gemmascope-res-16k, references related to legislative actions and government spending,,oai_token-act-pair,
27,gemma-2-9b,12-gemmascope-res-16k,references to programming or code-related content,,oai_token-act-pair,
28,gemma-2-9b,12-gemmascope-res-16k," terms related to neurobiology, particularly focusing on neural and physiological concepts",,oai_token-act-pair,
29,gemma-2-9b,12-gemmascope-res-16k,references to authors and citations in academic or scientific contexts,,oai_token-act-pair,
30,gemma-2-9b,12-gemmascope-res-16k, prepositional phrases that denote location or time,,oai_token-act-pair,
