index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,13-gemmascope-res-16k, HTML tags and related markup within the document,,oai_token-act-pair,
1,gemma-2-9b,13-gemmascope-res-16k, syntactic structures related to class and namespace definitions in programming code,,oai_token-act-pair,
2,gemma-2-9b,13-gemmascope-res-16k," phrases and terms related to funding, charity, and non-profit organizations",,oai_token-act-pair,
3,gemma-2-9b,13-gemmascope-res-16k, scientific measurements and quantities,,oai_token-act-pair,
4,gemma-2-9b,13-gemmascope-res-16k,terms related to medical specialties and healthcare fields,,oai_token-act-pair,
5,gemma-2-9b,13-gemmascope-res-16k,references to containers or boxes in various contexts,,oai_token-act-pair,
6,gemma-2-9b,13-gemmascope-res-16k,legal terminology and references related to court cases,,oai_token-act-pair,
7,gemma-2-9b,13-gemmascope-res-16k, occurrences of modal verbs and phrases indicating potential actions or requests,,oai_token-act-pair,
8,gemma-2-9b,13-gemmascope-res-16k,references to legal principles and doctrines related to judicial and constitutional matters,,oai_token-act-pair,
9,gemma-2-9b,13-gemmascope-res-16k," the word ""the"" in various contexts throughout the document",,oai_token-act-pair,
10,gemma-2-9b,13-gemmascope-res-16k, HTML button elements and their attributes,,oai_token-act-pair,
11,gemma-2-9b,13-gemmascope-res-16k, events related to mouse interactions in programming contexts,,oai_token-act-pair,
12,gemma-2-9b,13-gemmascope-res-16k,elements of fantasy literature and storytelling,,oai_token-act-pair,
13,gemma-2-9b,13-gemmascope-res-16k, mentions of newspaper names or references to journalism,,oai_token-act-pair,
14,gemma-2-9b,13-gemmascope-res-16k, references to patents and their historical significance,,oai_token-act-pair,
15,gemma-2-9b,13-gemmascope-res-16k, references to financial penalties and regulatory audits,,oai_token-act-pair,
16,gemma-2-9b,13-gemmascope-res-16k, references to popular games and gaming concepts,,oai_token-act-pair,
17,gemma-2-9b,13-gemmascope-res-16k, references to geographical locations and political entities,,oai_token-act-pair,
18,gemma-2-9b,13-gemmascope-res-16k, expressions related to parentheses and bracket usage,,oai_token-act-pair,
19,gemma-2-9b,13-gemmascope-res-16k,"elements related to comfort, escapism, and light-hearted enjoyment",,oai_token-act-pair,
20,gemma-2-9b,13-gemmascope-res-16k, personal opinions and subjective beliefs about societal issues,,oai_token-act-pair,
21,gemma-2-9b,13-gemmascope-res-16k, punctuation marks and their frequency of use,,oai_token-act-pair,
22,gemma-2-9b,13-gemmascope-res-16k,terms related to chronic diseases and their effects on health,,oai_token-act-pair,
23,gemma-2-9b,13-gemmascope-res-16k, expressions of confusion or disagreement,,oai_token-act-pair,
24,gemma-2-9b,13-gemmascope-res-16k,references to time durations and periods,,oai_token-act-pair,
25,gemma-2-9b,13-gemmascope-res-16k,elements related to educational support and tutoring,,oai_token-act-pair,
26,gemma-2-9b,13-gemmascope-res-16k,financial transactions and banking terms,,oai_token-act-pair,
27,gemma-2-9b,13-gemmascope-res-16k,elements and structure related to web articles and their metadata,,oai_token-act-pair,
28,gemma-2-9b,13-gemmascope-res-16k, code annotations and structure in programming,,oai_token-act-pair,
29,gemma-2-9b,13-gemmascope-res-16k, accreditation and certification information related to educational programs and standards,,oai_token-act-pair,
30,gemma-2-9b,13-gemmascope-res-16k, numerical sequences and calculations in mathematical contexts,,oai_token-act-pair,
31,gemma-2-9b,13-gemmascope-res-16k, references to churches and religious gatherings,,oai_token-act-pair,
32,gemma-2-9b,13-gemmascope-res-16k,"references to results and studies, particularly in scientific or academic contexts",,oai_token-act-pair,
33,gemma-2-9b,13-gemmascope-res-16k,technical terms and concepts related to programming and databases,,oai_token-act-pair,
34,gemma-2-9b,13-gemmascope-res-16k, references to personal relationships and interactions among individuals,,oai_token-act-pair,
35,gemma-2-9b,13-gemmascope-res-16k,phrases related to instructions or procedures,,oai_token-act-pair,
36,gemma-2-9b,13-gemmascope-res-16k,mathematical notation and structures related to functions and integrals,,oai_token-act-pair,
37,gemma-2-9b,13-gemmascope-res-16k, terms related to displaying content or managing visibility in user interfaces,,oai_token-act-pair,
38,gemma-2-9b,13-gemmascope-res-16k,scientific concepts related to efficiency and optimization in physical systems,,oai_token-act-pair,
