index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,19-gemmascope-res-16k,command-line instructions and scripting logic in a programming context,,oai_token-act-pair,
1,gemma-2-9b,19-gemmascope-res-16k,affirmative responses and expressions of clarity in discussion,,oai_token-act-pair,False
2,gemma-2-9b,19-gemmascope-res-16k, references to musical elements and arrangements,,oai_token-act-pair,
3,gemma-2-9b,19-gemmascope-res-16k, numerical expressions and formatting elements related to data presentation,,oai_token-act-pair,
4,gemma-2-9b,19-gemmascope-res-16k, elements related to programming code and structures,,oai_token-act-pair,
5,gemma-2-9b,19-gemmascope-res-16k,terms and phrases related to survival analysis and clinical outcomes in medical research,,oai_token-act-pair,
6,gemma-2-9b,19-gemmascope-res-16k, programming language syntax elements and keywords,,oai_token-act-pair,
7,gemma-2-9b,19-gemmascope-res-16k, specifications and features of motorcycles,,oai_token-act-pair,
8,gemma-2-9b,19-gemmascope-res-16k,"concepts related to biology, psychology, and their intersections with theology and sociology",,oai_token-act-pair,
9,gemma-2-9b,19-gemmascope-res-16k, numeric values that are associated with mathematical equations or functions,,oai_token-act-pair,
10,gemma-2-9b,19-gemmascope-res-16k,numerical data or references within the text,,oai_token-act-pair,
11,gemma-2-9b,19-gemmascope-res-16k, terms related to database errors and configurations,,oai_token-act-pair,
12,gemma-2-9b,19-gemmascope-res-16k,concepts related to realism and authenticity in storytelling and technology,,oai_token-act-pair,
13,gemma-2-9b,19-gemmascope-res-16k, terms related to environmental impact and community concerns,,oai_token-act-pair,
14,gemma-2-9b,19-gemmascope-res-16k, phrases related to oppression and authoritarianism,,oai_token-act-pair,
15,gemma-2-9b,19-gemmascope-res-16k,repeated conjunctions and familial relationships,,oai_token-act-pair,
16,gemma-2-9b,19-gemmascope-res-16k,terms related to financial and mathematical concepts related to debts and valuations,,oai_token-act-pair,
17,gemma-2-9b,19-gemmascope-res-16k, elements that indicate questions or problems related to verification and assessment in varying contexts,,oai_token-act-pair,
18,gemma-2-9b,19-gemmascope-res-16k, references to family relationships and dynamics,,oai_token-act-pair,
19,gemma-2-9b,19-gemmascope-res-16k, concepts related to interpersonal relationships and social dynamics,,oai_token-act-pair,
20,gemma-2-9b,19-gemmascope-res-16k,phrases related to surprise and emotions experienced in significant events,,oai_token-act-pair,
21,gemma-2-9b,19-gemmascope-res-16k," code-related constructs, specifically focusing on functions and methods involving mathematical operations",,oai_token-act-pair,
22,gemma-2-9b,19-gemmascope-res-16k, terms related to family relationships,,oai_token-act-pair,
23,gemma-2-9b,19-gemmascope-res-16k, specific terminology and references related to artistic creativity and expression,,oai_token-act-pair,
24,gemma-2-9b,19-gemmascope-res-16k,geographical locations and administrative regions,,oai_token-act-pair,
25,gemma-2-9b,19-gemmascope-res-16k, coding-related terms and structures,,oai_token-act-pair,
26,gemma-2-9b,19-gemmascope-res-16k,phrases indicating comparative evaluations or assessments of entities,,oai_token-act-pair,
27,gemma-2-9b,19-gemmascope-res-16k,Java and Swift programming keywords and class structures related to event handling and UI components,,oai_token-act-pair,
28,gemma-2-9b,19-gemmascope-res-16k,specific medical terminology and related discussions,,oai_token-act-pair,
29,gemma-2-9b,19-gemmascope-res-16k,names of locations or areas of interest,,oai_token-act-pair,
30,gemma-2-9b,19-gemmascope-res-16k,specific programming functions and their parameters related to charts and layout options,,oai_token-act-pair,
31,gemma-2-9b,19-gemmascope-res-16k, references to online resources and links,,oai_token-act-pair,
32,gemma-2-9b,19-gemmascope-res-16k,terms related to criminal activity and legal proceedings,,oai_token-act-pair,
33,gemma-2-9b,19-gemmascope-res-16k,statements related to medical tests and their outcomes,,oai_token-act-pair,
34,gemma-2-9b,19-gemmascope-res-16k,references to simplicity and minimalism in various contexts,,oai_token-act-pair,
35,gemma-2-9b,19-gemmascope-res-16k, information regarding medical research and its implications,,oai_token-act-pair,
36,gemma-2-9b,19-gemmascope-res-16k,statistics and numerical data related to populations and percentages,,oai_token-act-pair,
37,gemma-2-9b,19-gemmascope-res-16k, mathematical operations and derivatives,,oai_token-act-pair,
38,gemma-2-9b,19-gemmascope-res-16k,references to criminality and violence,,oai_token-act-pair,
39,gemma-2-9b,19-gemmascope-res-16k,concepts related to traditional skills and the enduring value of print media,,oai_token-act-pair,
40,gemma-2-9b,19-gemmascope-res-16k,themes related to morality and ethics,,oai_token-act-pair,
41,gemma-2-9b,19-gemmascope-res-16k,terms related to secrecy and concealment,,oai_token-act-pair,
42,gemma-2-9b,19-gemmascope-res-16k, programming and scripting language syntax elements,,oai_token-act-pair,
