index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,29-gemmascope-res-16k, expressions of surprise or strong reactions,,oai_token-act-pair,
1,gemma-2-9b,29-gemmascope-res-16k," instances of the word ""target"" and its variations",,oai_token-act-pair,False
2,gemma-2-9b,29-gemmascope-res-16k, information related to clinical trials and research studies,,oai_token-act-pair,True
3,gemma-2-9b,29-gemmascope-res-16k,mentions of specific pages or page-related references in a document,,oai_token-act-pair,
4,gemma-2-9b,29-gemmascope-res-16k,technical terms and phrases related to data processing and telecommunications,,oai_token-act-pair,
5,gemma-2-9b,29-gemmascope-res-16k, keywords related to service areas and technology deployment,,oai_token-act-pair,
6,gemma-2-9b,29-gemmascope-res-16k, terms related to local governance and community engagement,,oai_token-act-pair,
7,gemma-2-9b,29-gemmascope-res-16k,instances of conversation or dialogue,,oai_token-act-pair,
8,gemma-2-9b,29-gemmascope-res-16k,"references to software packages and libraries, particularly related to programming languages and frameworks",,oai_token-act-pair,
9,gemma-2-9b,29-gemmascope-res-16k, basketball performance statistics,,oai_token-act-pair,
10,gemma-2-9b,29-gemmascope-res-16k,elements related to fantastical or magical settings and characters,,oai_token-act-pair,
11,gemma-2-9b,29-gemmascope-res-16k,legal and conditional language related to obligations and agreements,,oai_token-act-pair,
12,gemma-2-9b,29-gemmascope-res-16k,academic and technical terms related to speech and communication,,oai_token-act-pair,
13,gemma-2-9b,29-gemmascope-res-16k, mentions of downloadable content and links to resources,,oai_token-act-pair,
14,gemma-2-9b,29-gemmascope-res-16k, statements related to personal experiences and professions,,oai_token-act-pair,
15,gemma-2-9b,29-gemmascope-res-16k,references to individuals involved in criminal activities and legal actions,,oai_token-act-pair,
16,gemma-2-9b,29-gemmascope-res-16k,statements or phrases that confirm or deny claims,,oai_token-act-pair,
17,gemma-2-9b,29-gemmascope-res-16k,numerical data and measurements throughout the text,,oai_token-act-pair,
18,gemma-2-9b,29-gemmascope-res-16k, references to the Western Sahara region and related political discussions,,oai_token-act-pair,
19,gemma-2-9b,29-gemmascope-res-16k, terms related to biochemical processes and enzyme activity,,oai_token-act-pair,
20,gemma-2-9b,29-gemmascope-res-16k, mathematical terminology related to algebra and structure in abstract algebra contexts,,oai_token-act-pair,
21,gemma-2-9b,29-gemmascope-res-16k,negative sentiments or dismissal regarding actions or situations,,oai_token-act-pair,
22,gemma-2-9b,29-gemmascope-res-16k, phrases related to education and the welfare of children,,oai_token-act-pair,
23,gemma-2-9b,29-gemmascope-res-16k,occurrences of specific predefined keywords or identifiers in a programming context,,oai_token-act-pair,
24,gemma-2-9b,29-gemmascope-res-16k, expressions related to apologies and inconveniences,,oai_token-act-pair,
25,gemma-2-9b,29-gemmascope-res-16k, phrases related to inspection and responsibility in procedural contexts,,oai_token-act-pair,
26,gemma-2-9b,29-gemmascope-res-16k, phrases and terms related to scientific observations and analysis results,,oai_token-act-pair,
27,gemma-2-9b,29-gemmascope-res-16k,references to individuals and their contributions or statements in a historical and academic context,,oai_token-act-pair,
28,gemma-2-9b,29-gemmascope-res-16k,structure and attributes of job postings and applications in a coding context,,oai_token-act-pair,
29,gemma-2-9b,29-gemmascope-res-16k, references to conditional scenarios and context-specific information,,oai_token-act-pair,
30,gemma-2-9b,29-gemmascope-res-16k,programming-related syntax and structure in code,,oai_token-act-pair,
31,gemma-2-9b,29-gemmascope-res-16k, numerical data and parameters associated with statistical models,,oai_token-act-pair,
32,gemma-2-9b,29-gemmascope-res-16k, references to the Python programming language and its related libraries,,oai_token-act-pair,
