index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,34-gemmascope-res-16k,references to horses or related activities,,oai_token-act-pair,
1,gemma-2-9b,34-gemmascope-res-16k, programming concepts and syntax elements related to LaTeX document structure,,oai_token-act-pair,
2,gemma-2-9b,34-gemmascope-res-16k,references to legal principles or terminology related to evidence,,oai_token-act-pair,
3,gemma-2-9b,34-gemmascope-res-16k, mathematical symbols and formatting elements in a document,,oai_token-act-pair,
4,gemma-2-9b,34-gemmascope-res-16k,references to American identity and culture,,oai_token-act-pair,
5,gemma-2-9b,34-gemmascope-res-16k, statements reflecting personal relationships and emotional struggles,,oai_token-act-pair,
6,gemma-2-9b,34-gemmascope-res-16k,phrases in Russian related to greetings and communication,,oai_token-act-pair,
7,gemma-2-9b,34-gemmascope-res-16k,terms related to medical procedures and devices,,oai_token-act-pair,
8,gemma-2-9b,34-gemmascope-res-16k, terms related to muscle physiology and treatment effects,,oai_token-act-pair,
9,gemma-2-9b,34-gemmascope-res-16k,"descriptions of skin, particularly in relation to condition, texture, and appearance",,oai_token-act-pair,
10,gemma-2-9b,34-gemmascope-res-16k," occurrences of the word ""after"" in various contexts",,oai_token-act-pair,
11,gemma-2-9b,34-gemmascope-res-16k,terms and phrases related to financial regulations and market conditions,,oai_token-act-pair,
12,gemma-2-9b,34-gemmascope-res-16k,references to data structures and protocols in programming contexts,,oai_token-act-pair,
13,gemma-2-9b,34-gemmascope-res-16k,events and actions associated with significant occurrences,,oai_token-act-pair,
14,gemma-2-9b,34-gemmascope-res-16k, references to the Internet of Things (IoT) and related applications,,oai_token-act-pair,
15,gemma-2-9b,34-gemmascope-res-16k, references to disabilities and their representation in media,,oai_token-act-pair,
16,gemma-2-9b,34-gemmascope-res-16k, references to individuals or groups that provide care or support in various contexts,,oai_token-act-pair,
17,gemma-2-9b,34-gemmascope-res-16k,references to curcumin and its related properties or effects,,oai_token-act-pair,
18,gemma-2-9b,34-gemmascope-res-16k,"names, particularly those associated with notable individuals or characters",,oai_token-act-pair,
19,gemma-2-9b,34-gemmascope-res-16k, programming code structures and syntax elements,,oai_token-act-pair,
20,gemma-2-9b,34-gemmascope-res-16k,mathematical expressions related to set theory and graph theory concepts,,oai_token-act-pair,
21,gemma-2-9b,34-gemmascope-res-16k,the presence of numerical values and mathematical expressions in complex documents,,oai_token-act-pair,
22,gemma-2-9b,34-gemmascope-res-16k,technical terms related to software development and APIs,,oai_token-act-pair,
23,gemma-2-9b,34-gemmascope-res-16k,phrases related to repetitions or frequency of actions or occurrences,,oai_token-act-pair,
24,gemma-2-9b,34-gemmascope-res-16k,terms related to the evaluation and effectiveness of healthcare interventions,,oai_token-act-pair,
25,gemma-2-9b,34-gemmascope-res-16k,references to proteins and related molecular terminology,,oai_token-act-pair,
26,gemma-2-9b,34-gemmascope-res-16k,"references to specific software, applications, or versions related to the AV (audio-visual) field",,oai_token-act-pair,
27,gemma-2-9b,34-gemmascope-res-16k, terminology related to investments and investment strategies,,oai_token-act-pair,
28,gemma-2-9b,34-gemmascope-res-16k,elements related to hyperlinks and clickable links in the text,,oai_token-act-pair,
29,gemma-2-9b,34-gemmascope-res-16k, Spanish or Serbo-Croatian phrases related to personal information and verification,,oai_token-act-pair,
30,gemma-2-9b,34-gemmascope-res-16k, programming constructs and data structures in the context of software development,,oai_token-act-pair,
31,gemma-2-9b,34-gemmascope-res-16k, references to institutional affiliations and acknowledgments in research contexts,,oai_token-act-pair,
32,gemma-2-9b,34-gemmascope-res-16k, programming-related syntax and structures,,oai_token-act-pair,
33,gemma-2-9b,34-gemmascope-res-16k,phrases related to financial or economic terms,,oai_token-act-pair,
34,gemma-2-9b,34-gemmascope-res-16k, references to political candidates and elections,,oai_token-act-pair,
35,gemma-2-9b,34-gemmascope-res-16k,terms related to technology and data processing challenges,,oai_token-act-pair,
36,gemma-2-9b,34-gemmascope-res-16k, references to sports performance and statistics,,oai_token-act-pair,
37,gemma-2-9b,34-gemmascope-res-16k, mentions of delays or disruptions in production related to protests or demonstrations,,oai_token-act-pair,
38,gemma-2-9b,34-gemmascope-res-16k,references to scripture and biblical texts,,oai_token-act-pair,
39,gemma-2-9b,34-gemmascope-res-16k, terms related to childhood epilepsy and its effects,,oai_token-act-pair,
40,gemma-2-9b,34-gemmascope-res-16k,phrases related to legal doubt and questioning of credibility,,oai_token-act-pair,
41,gemma-2-9b,34-gemmascope-res-16k,words and phrases related to vocal qualities and expressions,,oai_token-act-pair,
42,gemma-2-9b,34-gemmascope-res-16k,specific technical programming terms and error logging statements,,oai_token-act-pair,
43,gemma-2-9b,34-gemmascope-res-16k,possessive pronouns and words indicating ownership,,oai_token-act-pair,
44,gemma-2-9b,34-gemmascope-res-16k, phrases that convey relationships or connections between ideas or concepts,,oai_token-act-pair,False
45,gemma-2-9b,34-gemmascope-res-16k, phrases related to retirement and transitions,,oai_token-act-pair,
46,gemma-2-9b,34-gemmascope-res-16k,references to software packages and their directories,,oai_token-act-pair,
47,gemma-2-9b,34-gemmascope-res-16k,technical processes related to cell staining and analysis,,oai_token-act-pair,
48,gemma-2-9b,34-gemmascope-res-16k,"instances of the word ""know"" in various forms",,oai_token-act-pair,
49,gemma-2-9b,34-gemmascope-res-16k,phrases related to daily activities and their effects on individuals,,oai_token-act-pair,
50,gemma-2-9b,34-gemmascope-res-16k,financial and corporate terminology related to accounting and taxation,,oai_token-act-pair,
51,gemma-2-9b,34-gemmascope-res-16k, phrases pertaining to detailed research and discovery outcomes,,oai_token-act-pair,
52,gemma-2-9b,34-gemmascope-res-16k,references to specific characters and their actions within narratives,,oai_token-act-pair,
53,gemma-2-9b,34-gemmascope-res-16k,instances of demographic discussions and social issues related to representation and neglect,,oai_token-act-pair,
54,gemma-2-9b,34-gemmascope-res-16k,"words related to ""implication"" and ""implied warranties.""",,oai_token-act-pair,
55,gemma-2-9b,34-gemmascope-res-16k,legal terminology and references to court cases,,oai_token-act-pair,
56,gemma-2-9b,34-gemmascope-res-16k,CSS properties and values associated with styling elements,,oai_token-act-pair,
57,gemma-2-9b,34-gemmascope-res-16k,patterns related to code syntax and structure,,oai_token-act-pair,
58,gemma-2-9b,34-gemmascope-res-16k,terms related to African and African American identities and experiences,,oai_token-act-pair,
59,gemma-2-9b,34-gemmascope-res-16k, terms related to tokens and credentials,,oai_token-act-pair,
60,gemma-2-9b,34-gemmascope-res-16k,phrases indicating existence or state of being,,oai_token-act-pair,
61,gemma-2-9b,34-gemmascope-res-16k, numerical data and comparisons regarding statistics or measurements,,oai_token-act-pair,
62,gemma-2-9b,34-gemmascope-res-16k, programming constructs related to data structures and settings in a coding context,,oai_token-act-pair,
63,gemma-2-9b,34-gemmascope-res-16k,elements related to waste management and recycling,,oai_token-act-pair,
64,gemma-2-9b,34-gemmascope-res-16k, phrases related to data management and processing systems,,oai_token-act-pair,
65,gemma-2-9b,34-gemmascope-res-16k,connections and relationships between elements in a set,,oai_token-act-pair,
66,gemma-2-9b,34-gemmascope-res-16k, annotations and comments in code,,oai_token-act-pair,
67,gemma-2-9b,34-gemmascope-res-16k," mentions of names, particularly those starting with ""Ja.""",,oai_token-act-pair,
68,gemma-2-9b,34-gemmascope-res-16k,terms related to coding functions and their capabilities,,oai_token-act-pair,
69,gemma-2-9b,34-gemmascope-res-16k,technical specifications related to computer hardware and memory management,,oai_token-act-pair,
70,gemma-2-9b,34-gemmascope-res-16k, elements of structured data or coding syntax,,oai_token-act-pair,
71,gemma-2-9b,34-gemmascope-res-16k, phrases related to sports and athletic performance,,oai_token-act-pair,
72,gemma-2-9b,34-gemmascope-res-16k, legal terminology and references related to individuals and entities in a judicial context,,oai_token-act-pair,
73,gemma-2-9b,34-gemmascope-res-16k,proper nouns and specific place names related to trails and parks,,oai_token-act-pair,
74,gemma-2-9b,34-gemmascope-res-16k,"the word ""that"" and its variations in different contexts",,oai_token-act-pair,
