index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,22-gemmascope-res-16k,references to well-known names and figures,,oai_token-act-pair,
1,gemma-2-9b,22-gemmascope-res-16k,terms related to hunting and fishing activities,,oai_token-act-pair,
2,gemma-2-9b,22-gemmascope-res-16k,terms related to political governance and elections,,oai_token-act-pair,
3,gemma-2-9b,22-gemmascope-res-16k,references to volunteer contributions and metrics related to fundraising and community engagement,,oai_token-act-pair,
4,gemma-2-9b,22-gemmascope-res-16k,words and phrases related to taking action or implementing measures,,oai_token-act-pair,
5,gemma-2-9b,22-gemmascope-res-16k, proper nouns and specific terms in scientific or technical contexts,,oai_token-act-pair,
6,gemma-2-9b,22-gemmascope-res-16k, annotations indicating overridden methods in a programming context,,oai_token-act-pair,
7,gemma-2-9b,22-gemmascope-res-16k, phrases that indicate a change in status or condition,,oai_token-act-pair,False
8,gemma-2-9b,22-gemmascope-res-16k, references to environmental sustainability and green products,,oai_token-act-pair,
9,gemma-2-9b,22-gemmascope-res-16k, indicators of economic conditions and financial metrics,,oai_token-act-pair,False
10,gemma-2-9b,22-gemmascope-res-16k, mathematical terms and expressions related to integrals and proofs,,oai_token-act-pair,
11,gemma-2-9b,22-gemmascope-res-16k, phrases related to self-care and personal well-being,,oai_token-act-pair,
12,gemma-2-9b,22-gemmascope-res-16k,key concepts and principles related to successful relationships and communication,,oai_token-act-pair,
13,gemma-2-9b,22-gemmascope-res-16k,personal pronouns and phrases indicating direct address or engagement with the reader,,oai_token-act-pair,
14,gemma-2-9b,22-gemmascope-res-16k, phrases related to operational procedures and instructions,,oai_token-act-pair,False
15,gemma-2-9b,22-gemmascope-res-16k,words related to assessments and evaluations,,oai_token-act-pair,
16,gemma-2-9b,22-gemmascope-res-16k, references to political oppression and arrests related to pro-democracy movements,,oai_token-act-pair,
17,gemma-2-9b,22-gemmascope-res-16k, references to specific items or categories in a document,,oai_token-act-pair,
18,gemma-2-9b,22-gemmascope-res-16k,references to images and their characteristics,,oai_token-act-pair,
19,gemma-2-9b,22-gemmascope-res-16k, phrases indicating significant events or incidents,,oai_token-act-pair,False
20,gemma-2-9b,22-gemmascope-res-16k, contextual phrases related to legal terminology and citizenship,,oai_token-act-pair,
