index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,3-gemmascope-res-16k,spiritual or religious themes and authority,,oai_token-act-pair,
1,gemma-2-9b,3-gemmascope-res-16k, HTML elements and attributes related to form submissions and stylesheets,,oai_token-act-pair,
2,gemma-2-9b,3-gemmascope-res-16k,terms related to regulation and its various contexts,,oai_token-act-pair,
3,gemma-2-9b,3-gemmascope-res-16k,key terms related to evidence and legal processes,,oai_token-act-pair,
4,gemma-2-9b,3-gemmascope-res-16k," actions or collaborations involving ""teaming up.""",,oai_token-act-pair,
5,gemma-2-9b,3-gemmascope-res-16k,technical terms and specific phrases related to scientific concepts and metrics,,oai_token-act-pair,
6,gemma-2-9b,3-gemmascope-res-16k,specific significant dates,,oai_token-act-pair,
7,gemma-2-9b,3-gemmascope-res-16k,"instances of numerical data, particularly related to measurements or quantities",gpt-4o-mini,oai_token-act-pair,
8,gemma-2-9b,3-gemmascope-res-16k,punctuation marks and their associated structures in data or code,,oai_token-act-pair,
9,gemma-2-9b,3-gemmascope-res-16k,specialized technical terms and identifiers related to programming and networking,,oai_token-act-pair,
10,gemma-2-9b,3-gemmascope-res-16k,tokens related to specific chemical compounds and their effects,,oai_token-act-pair,
11,gemma-2-9b,3-gemmascope-res-16k, phrases indicating spatial proximity or positioning,,oai_token-act-pair,
12,gemma-2-9b,3-gemmascope-res-16k,"specific characters and formatting often associated with coding, references, or identifying variables and parameters in a text",,oai_token-act-pair,
13,gemma-2-9b,3-gemmascope-res-16k,references to trains and railroads,,oai_token-act-pair,
14,gemma-2-9b,3-gemmascope-res-16k,terms related to storage capacities and memory,,oai_token-act-pair,
15,gemma-2-9b,3-gemmascope-res-16k,references to winners and winning in various contexts,,oai_token-act-pair,
16,gemma-2-9b,3-gemmascope-res-16k," instances of the word ""simple""",,oai_token-act-pair,
17,gemma-2-9b,3-gemmascope-res-16k, phrases related to medical and technical concepts,,oai_token-act-pair,
18,gemma-2-9b,3-gemmascope-res-16k,words related to observation and monitoring,,oai_token-act-pair,
19,gemma-2-9b,3-gemmascope-res-16k, transitional phrases indicating progression or flow in a document,,oai_token-act-pair,
20,gemma-2-9b,3-gemmascope-res-16k,numerical values and financial details,,oai_token-act-pair,
21,gemma-2-9b,3-gemmascope-res-16k,conjugated verbs related to action or events,,oai_token-act-pair,
22,gemma-2-9b,3-gemmascope-res-16k,"references to ""Bell"" and related terms, indicating a focus on the concept of ""Bell"" or its implications in various contexts",,oai_token-act-pair,
23,gemma-2-9b,3-gemmascope-res-16k,references to statistical methods and models in data analysis,,oai_token-act-pair,
24,gemma-2-9b,3-gemmascope-res-16k,patterns or structure within repetitive formats or sequences,,oai_token-act-pair,
25,gemma-2-9b,3-gemmascope-res-16k,phrases that inquire about types or categories of things,,oai_token-act-pair,
26,gemma-2-9b,3-gemmascope-res-16k,"references to seasons, particularly fall and winter",,oai_token-act-pair,
27,gemma-2-9b,3-gemmascope-res-16k," the word ""basically"" and its frequency in various contexts",,oai_token-act-pair,
28,gemma-2-9b,3-gemmascope-res-16k,references to errors and error handling in code,,oai_token-act-pair,
29,gemma-2-9b,3-gemmascope-res-16k,terms related to optional features and advertisements,,oai_token-act-pair,
30,gemma-2-9b,3-gemmascope-res-16k,words related to the concept of 'stimulation' and its various forms,,oai_token-act-pair,
31,gemma-2-9b,3-gemmascope-res-16k," occurrences of the letter ""U""",,oai_token-act-pair,
32,gemma-2-9b,3-gemmascope-res-16k, references to statistical models and their evaluations,,oai_token-act-pair,
33,gemma-2-9b,3-gemmascope-res-16k,references to a shopping cart,,oai_token-act-pair,
34,gemma-2-9b,3-gemmascope-res-16k,"the specific date ""May 9""",,oai_token-act-pair,
35,gemma-2-9b,3-gemmascope-res-16k," terms related to specific institutions, regions, or scientific entities",,oai_token-act-pair,
36,gemma-2-9b,3-gemmascope-res-16k,sections or elements within a programming or code structure that are highly indicative of data handling or processing,,oai_token-act-pair,
37,gemma-2-9b,3-gemmascope-res-16k,phrases indicating 'addition' or continuation of ideas,,oai_token-act-pair,
38,gemma-2-9b,3-gemmascope-res-16k,references to dimensions or dimensionality in various contexts,,oai_token-act-pair,
39,gemma-2-9b,3-gemmascope-res-16k,references to buffer management and manipulation in programming contexts,,oai_token-act-pair,
40,gemma-2-9b,3-gemmascope-res-16k,terms related to preservation,,oai_token-act-pair,
41,gemma-2-9b,3-gemmascope-res-16k," references to medical and healthcare settings, particularly clinics",,oai_token-act-pair,
42,gemma-2-9b,3-gemmascope-res-16k,"terms related to biological concepts, specifically references to viral envelope and associated proteins",,oai_token-act-pair,
43,gemma-2-9b,3-gemmascope-res-16k,"locations or settings referred to as ""places.""",,oai_token-act-pair,
44,gemma-2-9b,3-gemmascope-res-16k,references to specific centuries or time periods,,oai_token-act-pair,
45,gemma-2-9b,3-gemmascope-res-16k,terms related to factors in mathematics,,oai_token-act-pair,
46,gemma-2-9b,3-gemmascope-res-16k,keywords related to governmental and organizational roles,,oai_token-act-pair,
47,gemma-2-9b,3-gemmascope-res-16k, terms related to the concept of discharge in various contexts,,oai_token-act-pair,
48,gemma-2-9b,3-gemmascope-res-16k, indicators of structured data formats or key-value pairs,,oai_token-act-pair,
49,gemma-2-9b,3-gemmascope-res-16k, numerical values and their relationships in various contexts,,oai_token-act-pair,
50,gemma-2-9b,3-gemmascope-res-16k,terms related to optional parameters in code,,oai_token-act-pair,
51,gemma-2-9b,3-gemmascope-res-16k,"the term ""Saint"" in various contexts",,oai_token-act-pair,
52,gemma-2-9b,3-gemmascope-res-16k," instances of the word ""talking.""",,oai_token-act-pair,
53,gemma-2-9b,3-gemmascope-res-16k,references to the United States and its divisions or units,,oai_token-act-pair,
54,gemma-2-9b,3-gemmascope-res-16k,references to data integrity issues and file input operations in coding contexts,,oai_token-act-pair,
55,gemma-2-9b,3-gemmascope-res-16k,"specific references to the term ""Griffin"" in various contexts",,oai_token-act-pair,
56,gemma-2-9b,3-gemmascope-res-16k, topics related to stability and stabilization in various contexts,,oai_token-act-pair,
57,gemma-2-9b,3-gemmascope-res-16k,terms related to capacity and capabilities,,oai_token-act-pair,
58,gemma-2-9b,3-gemmascope-res-16k, mentions of error messages or error handling in programming contexts,,oai_token-act-pair,
59,gemma-2-9b,3-gemmascope-res-16k," the adverb ""literally"" and its various contexts of usage",,oai_token-act-pair,
60,gemma-2-9b,3-gemmascope-res-16k,phrases related to movement and direction,,oai_token-act-pair,
61,gemma-2-9b,3-gemmascope-res-16k, articles and conjunctions in various contexts,,oai_token-act-pair,
62,gemma-2-9b,3-gemmascope-res-16k,references to double or multiple experimental conditions,,oai_token-act-pair,
63,gemma-2-9b,3-gemmascope-res-16k, references to racial identities and their representations,,oai_token-act-pair,
64,gemma-2-9b,3-gemmascope-res-16k, SQL query components and logical operators,,oai_token-act-pair,
65,gemma-2-9b,3-gemmascope-res-16k,"the presence of the word ""even"" in various contexts",,oai_token-act-pair,
66,gemma-2-9b,3-gemmascope-res-16k,"instances of the word ""thin.""",,oai_token-act-pair,
67,gemma-2-9b,3-gemmascope-res-16k,concepts related to determination or decisiveness in various contexts,,oai_token-act-pair,
68,gemma-2-9b,3-gemmascope-res-16k,"occurrences of the prefix ""Par"" in various forms",,oai_token-act-pair,
69,gemma-2-9b,3-gemmascope-res-16k,adverbs indicating frequency or occurrence,,oai_token-act-pair,
70,gemma-2-9b,3-gemmascope-res-16k,technical terms and references related to programming and coding environments,,oai_token-act-pair,
71,gemma-2-9b,3-gemmascope-res-16k,"the word ""Where"" used in various contexts",,oai_token-act-pair,
72,gemma-2-9b,3-gemmascope-res-16k," mathematical expressions and symbols, particularly parentheses and brackets",,oai_token-act-pair,
73,gemma-2-9b,3-gemmascope-res-16k,references to personality traits or characteristics,,oai_token-act-pair,
74,gemma-2-9b,3-gemmascope-res-16k,references to specific points in time,,oai_token-act-pair,
75,gemma-2-9b,3-gemmascope-res-16k,numeric values and their contexts related to scientific measurements or classifications,,oai_token-act-pair,
76,gemma-2-9b,3-gemmascope-res-16k, instances of mathematical integrals,,oai_token-act-pair,
77,gemma-2-9b,3-gemmascope-res-16k,"references to ""Alias"" and ""RF"" (radio frequency) in a technical context",,oai_token-act-pair,
78,gemma-2-9b,3-gemmascope-res-16k,negations and restrictions in statements,,oai_token-act-pair,
79,gemma-2-9b,3-gemmascope-res-16k, references to programming concepts and components related to proxies and factory patterns,,oai_token-act-pair,
80,gemma-2-9b,3-gemmascope-res-16k,technical terms and keywords related to software programming and data structures,,oai_token-act-pair,
81,gemma-2-9b,3-gemmascope-res-16k, words related to the concept of continuation or ongoing actions,,oai_token-act-pair,
82,gemma-2-9b,3-gemmascope-res-16k,"the term ""express"" and its variations",,oai_token-act-pair,
83,gemma-2-9b,3-gemmascope-res-16k,references to binary representations and concepts related to binary encoding,,oai_token-act-pair,
84,gemma-2-9b,3-gemmascope-res-16k,common pronouns and demonstratives indicative of quantity or specification,,oai_token-act-pair,
85,gemma-2-9b,3-gemmascope-res-16k," instances of the symbol '&' and its variations in the text, suggesting a focus on mathematical or logical operations",,oai_token-act-pair,
86,gemma-2-9b,3-gemmascope-res-16k," the term ""mini"" in various contexts related to size or type",,oai_token-act-pair,
87,gemma-2-9b,3-gemmascope-res-16k,references to medical topics,,oai_token-act-pair,
88,gemma-2-9b,3-gemmascope-res-16k, sequences of special characters or symbols,,oai_token-act-pair,
