index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,39-gemmascope-res-16k,technical terms and identifiers commonly used in programming,,oai_token-act-pair,
1,gemma-2-9b,39-gemmascope-res-16k,"references to scientific articles and publications, particularly from arXiv",,oai_token-act-pair,
2,gemma-2-9b,39-gemmascope-res-16k,phrases related to statistical analysis and research methodologies,,oai_token-act-pair,
3,gemma-2-9b,39-gemmascope-res-16k, references to comments and user interactions related to content moderation and feedback,,oai_token-act-pair,
4,gemma-2-9b,39-gemmascope-res-16k,date-related terms,,oai_token-act-pair,
5,gemma-2-9b,39-gemmascope-res-16k, references to conflict and survival in a confrontational context,,oai_token-act-pair,
6,gemma-2-9b,39-gemmascope-res-16k,references to significant literary works or historical texts,,oai_token-act-pair,
7,gemma-2-9b,39-gemmascope-res-16k,references to mathematical concepts and formulations in scientific texts,,oai_token-act-pair,
8,gemma-2-9b,39-gemmascope-res-16k,specific mathematical terms and concepts related to statistical estimation and conditions in a technical paper,,oai_token-act-pair,
9,gemma-2-9b,39-gemmascope-res-16k," references to age or duration, especially in years",,oai_token-act-pair,
10,gemma-2-9b,39-gemmascope-res-16k, programming syntax related to equality and assignment operators,,oai_token-act-pair,
11,gemma-2-9b,39-gemmascope-res-16k,definite articles and emphasize their significance in various contexts,,oai_token-act-pair,
12,gemma-2-9b,39-gemmascope-res-16k,"repeated mentions of the word ""the"" as well as related references that emphasize specific places or objects",,oai_token-act-pair,
13,gemma-2-9b,39-gemmascope-res-16k, first-person pronouns and expressions of personal experiences or actions,,oai_token-act-pair,
14,gemma-2-9b,39-gemmascope-res-16k,conversational phrases and personal pronouns in context,,oai_token-act-pair,
15,gemma-2-9b,39-gemmascope-res-16k,terms and phrases related to legal procedures and guidelines,,oai_token-act-pair,
16,gemma-2-9b,39-gemmascope-res-16k, symbols and indicators for mathematical operations or calculations,,oai_token-act-pair,
17,gemma-2-9b,39-gemmascope-res-16k,phrases related to legal terminology and situations,,oai_token-act-pair,False
18,gemma-2-9b,39-gemmascope-res-16k,quantitative analysis and statistics related to medical studies,,oai_token-act-pair,
19,gemma-2-9b,39-gemmascope-res-16k, references to environmental issues and waste management,,oai_token-act-pair,
20,gemma-2-9b,39-gemmascope-res-16k, technical terms related to mobile telecommunications systems,,oai_token-act-pair,
21,gemma-2-9b,39-gemmascope-res-16k, mentions of babies and related terms,,oai_token-act-pair,
22,gemma-2-9b,39-gemmascope-res-16k, summaries related to programming and technical concepts,,oai_token-act-pair,
23,gemma-2-9b,39-gemmascope-res-16k,dates and historical time periods,,oai_token-act-pair,
24,gemma-2-9b,39-gemmascope-res-16k,phrases related to audits and their practices,,oai_token-act-pair,
25,gemma-2-9b,39-gemmascope-res-16k,keywords and syntax related to programming and function definitions,,oai_token-act-pair,
26,gemma-2-9b,39-gemmascope-res-16k,critical mathematical terms and conditions related to derivatives and functions,,oai_token-act-pair,
27,gemma-2-9b,39-gemmascope-res-16k,terms related to health studies and conditions,,oai_token-act-pair,
28,gemma-2-9b,39-gemmascope-res-16k, elements and attributes related to the layout and style of web interfaces,,oai_token-act-pair,
29,gemma-2-9b,39-gemmascope-res-16k, financial terms and concepts related to investment and banking,,oai_token-act-pair,
30,gemma-2-9b,39-gemmascope-res-16k, elements of programming syntax and mathematical notations,,oai_token-act-pair,
31,gemma-2-9b,39-gemmascope-res-16k,academic qualifications and professional titles,,oai_token-act-pair,
32,gemma-2-9b,39-gemmascope-res-16k, technical terms and structures related to coding environments and formatting commands,,oai_token-act-pair,
33,gemma-2-9b,39-gemmascope-res-16k,"variations of the auxiliary verb ""do.""",,oai_token-act-pair,
34,gemma-2-9b,39-gemmascope-res-16k, text related to regular expressions and their usage,,oai_token-act-pair,
35,gemma-2-9b,39-gemmascope-res-16k, code related to user authentication and session management,,oai_token-act-pair,
36,gemma-2-9b,39-gemmascope-res-16k, programming and scripting constructs related to data management and XML structures,,oai_token-act-pair,
37,gemma-2-9b,39-gemmascope-res-16k, concepts related to acceleration and revolutionization in various contexts,,oai_token-act-pair,
38,gemma-2-9b,39-gemmascope-res-16k," references to food, particularly fish dishes",,oai_token-act-pair,
39,gemma-2-9b,39-gemmascope-res-16k,phrases about biological processes or scientific observations related to life sciences,,oai_token-act-pair,True
40,gemma-2-9b,39-gemmascope-res-16k,terms related to bounding volumes and spatial structures in computational contexts,,oai_token-act-pair,
41,gemma-2-9b,39-gemmascope-res-16k,terms associated with environmental and health-related sciences,,oai_token-act-pair,
42,gemma-2-9b,39-gemmascope-res-16k,words associated with softness and gentle qualities,,oai_token-act-pair,
43,gemma-2-9b,39-gemmascope-res-16k, references to educational institutions or aspects related to schooling,,oai_token-act-pair,
44,gemma-2-9b,39-gemmascope-res-16k, hexadecimal color codes,,oai_token-act-pair,
45,gemma-2-9b,39-gemmascope-res-16k,"mention of specific entities or individuals, particularly those with names starting with ""Lu""",,oai_token-act-pair,
46,gemma-2-9b,39-gemmascope-res-16k," mentions of the word ""second""",,oai_token-act-pair,
47,gemma-2-9b,39-gemmascope-res-16k,"words related to certification, particularly in the context of qualifications or documentation",,oai_token-act-pair,
48,gemma-2-9b,39-gemmascope-res-16k,query-like structures or prompts requiring a response,,oai_token-act-pair,
49,gemma-2-9b,39-gemmascope-res-16k, commands and instructions related to using a software tool or application,,oai_token-act-pair,
50,gemma-2-9b,39-gemmascope-res-16k,elements related to geographic locations and landmarks,,oai_token-act-pair,
51,gemma-2-9b,39-gemmascope-res-16k,"references to inclusivity and representation, particularly in social contexts",,oai_token-act-pair,
52,gemma-2-9b,39-gemmascope-res-16k, descriptions of nightlife and leisure activities,,oai_token-act-pair,
53,gemma-2-9b,39-gemmascope-res-16k, technical language related to construction and installation,,oai_token-act-pair,
54,gemma-2-9b,39-gemmascope-res-16k, discussions about spiritual needs and frameworks for children,,oai_token-act-pair,
55,gemma-2-9b,39-gemmascope-res-16k,references to academic papers and their bibliographic information,,oai_token-act-pair,
56,gemma-2-9b,39-gemmascope-res-16k, technical terms related to mechanical and structural components,,oai_token-act-pair,
57,gemma-2-9b,39-gemmascope-res-16k,terms related to cellular functions and signaling pathways,,oai_token-act-pair,True
58,gemma-2-9b,39-gemmascope-res-16k,terms related to kidney function and health,,oai_token-act-pair,
59,gemma-2-9b,39-gemmascope-res-16k, names and terms associated with specific individuals or entities,,oai_token-act-pair,
60,gemma-2-9b,39-gemmascope-res-16k,specific state names in the United States,,oai_token-act-pair,
61,gemma-2-9b,39-gemmascope-res-16k,references to vampire-related themes and character dynamics,,oai_token-act-pair,
62,gemma-2-9b,39-gemmascope-res-16k,words related to bodily functions and anatomical mentions,,oai_token-act-pair,
63,gemma-2-9b,39-gemmascope-res-16k, references to medical injuries and player status updates,,oai_token-act-pair,
64,gemma-2-9b,39-gemmascope-res-16k,syntax and structure typically associated with programming code,,oai_token-act-pair,
65,gemma-2-9b,39-gemmascope-res-16k,"CSS styling attributes, specifically focusing on color and background color properties",,oai_token-act-pair,
66,gemma-2-9b,39-gemmascope-res-16k,terms and concepts related to statistical features and their spatial properties,,oai_token-act-pair,
67,gemma-2-9b,39-gemmascope-res-16k, references to users,,oai_token-act-pair,
68,gemma-2-9b,39-gemmascope-res-16k,references to familial relationships and dynamics,,oai_token-act-pair,
69,gemma-2-9b,39-gemmascope-res-16k,historical titles and positions related to nobility and monarchy,,oai_token-act-pair,
70,gemma-2-9b,39-gemmascope-res-16k, phrases that emphasize teamwork and collaboration,,oai_token-act-pair,
71,gemma-2-9b,39-gemmascope-res-16k,references to significant or authoritative characters and their qualities,,oai_token-act-pair,
72,gemma-2-9b,39-gemmascope-res-16k,terms related to medical treatments and their effectiveness,,oai_token-act-pair,
73,gemma-2-9b,39-gemmascope-res-16k,phrases indicating reliance or dependency,,oai_token-act-pair,
74,gemma-2-9b,39-gemmascope-res-16k, programming syntax and variable definitions in code,,oai_token-act-pair,
75,gemma-2-9b,39-gemmascope-res-16k,words related to a specific medication or treatment called liraglutide,,oai_token-act-pair,
76,gemma-2-9b,39-gemmascope-res-16k,phrases or keywords related to account verification and confirmation processes,,oai_token-act-pair,
77,gemma-2-9b,39-gemmascope-res-16k,references to specific locations or geographical features,,oai_token-act-pair,
78,gemma-2-9b,39-gemmascope-res-16k, numerals representing quantities and time periods,,oai_token-act-pair,
79,gemma-2-9b,39-gemmascope-res-16k,terms related to health assessment and psychological well-being,,oai_token-act-pair,
80,gemma-2-9b,39-gemmascope-res-16k, phrases indicating legal or formal proceedings,,oai_token-act-pair,
81,gemma-2-9b,39-gemmascope-res-16k,quantitative terms relating to time and duration,,oai_token-act-pair,
82,gemma-2-9b,39-gemmascope-res-16k,references to personal duties or responsibilities within a collective context,,oai_token-act-pair,
83,gemma-2-9b,39-gemmascope-res-16k,"the prefix ""pre"" at the start of words",,oai_token-act-pair,
84,gemma-2-9b,39-gemmascope-res-16k, references to familial relationships and legal contexts,,oai_token-act-pair,
85,gemma-2-9b,39-gemmascope-res-16k, names and specific identifiers associated with a geographic location or entity,,oai_token-act-pair,
86,gemma-2-9b,39-gemmascope-res-16k,"specific letters and numbers, particularly in mathematical or scientific contexts",,oai_token-act-pair,
87,gemma-2-9b,39-gemmascope-res-16k,statistical terms and analyses related to data evaluation,,oai_token-act-pair,
