index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,31-gemmascope-res-16k,questions or statements regarding the intensity or frequency of experiences or feelings,,oai_token-act-pair,
1,gemma-2-9b,31-gemmascope-res-16k,definitions and references to terms in a document,,oai_token-act-pair,
2,gemma-2-9b,31-gemmascope-res-16k,elements related to music genres and their characteristics,,oai_token-act-pair,
3,gemma-2-9b,31-gemmascope-res-16k,code structures and block delimiters in programming languages,,oai_token-act-pair,
4,gemma-2-9b,31-gemmascope-res-16k," instances of the word ""had""",,oai_token-act-pair,
5,gemma-2-9b,31-gemmascope-res-16k, coding patterns and terminology related to software design principles,,oai_token-act-pair,
6,gemma-2-9b,31-gemmascope-res-16k,expressions related to enjoyment and community activities,,oai_token-act-pair,
7,gemma-2-9b,31-gemmascope-res-16k," actions and transitions, particularly related to physical movement and interactions between characters",,oai_token-act-pair,
8,gemma-2-9b,31-gemmascope-res-16k, references to processes in technical or programming contexts,,oai_token-act-pair,
9,gemma-2-9b,31-gemmascope-res-16k,references to sports scores and team performance,gpt-4o-mini,oai_token-act-pair,
10,gemma-2-9b,31-gemmascope-res-16k,terms related to legal concepts and proceedings,,oai_token-act-pair,
11,gemma-2-9b,31-gemmascope-res-16k, technical terms and phrases related to data processing and databases,,oai_token-act-pair,
12,gemma-2-9b,31-gemmascope-res-16k,legal names and references associated with court cases,,oai_token-act-pair,
13,gemma-2-9b,31-gemmascope-res-16k, scientific terminology related to viruses and their classifications,,oai_token-act-pair,
14,gemma-2-9b,31-gemmascope-res-16k,phrases indicating the existence or quantity of various entities or concepts,,oai_token-act-pair,
15,gemma-2-9b,31-gemmascope-res-16k, attributes related to product quality and design characteristics,,oai_token-act-pair,
16,gemma-2-9b,31-gemmascope-res-16k,words indicating roles or professions in various contexts,,oai_token-act-pair,
17,gemma-2-9b,31-gemmascope-res-16k," occurrences of the word ""live"" in various contexts",,oai_token-act-pair,
18,gemma-2-9b,31-gemmascope-res-16k,references to generational transitions and comparisons,,oai_token-act-pair,
19,gemma-2-9b,31-gemmascope-res-16k,terms related to psychological conditions and their classifications,,oai_token-act-pair,
20,gemma-2-9b,31-gemmascope-res-16k,technical terms related to programming and data manipulation,,oai_token-act-pair,
21,gemma-2-9b,31-gemmascope-res-16k, HTML tags and code elements,,oai_token-act-pair,
22,gemma-2-9b,31-gemmascope-res-16k,"terms and concepts related to gemstones, particularly diamonds and crystals",,oai_token-act-pair,
23,gemma-2-9b,31-gemmascope-res-16k,different types or structures of code or programming elements,,oai_token-act-pair,
24,gemma-2-9b,31-gemmascope-res-16k, references to locations or groups of people,,oai_token-act-pair,
25,gemma-2-9b,31-gemmascope-res-16k," words related to technology, particularly in the context of multimedia, quantum computing, and environmental sustainability",,oai_token-act-pair,
26,gemma-2-9b,31-gemmascope-res-16k,terms related to leadership,,oai_token-act-pair,
27,gemma-2-9b,31-gemmascope-res-16k,legal and procedural references related to rights and communications,,oai_token-act-pair,
28,gemma-2-9b,31-gemmascope-res-16k, programming constructs related to data structures and their management,,oai_token-act-pair,
29,gemma-2-9b,31-gemmascope-res-16k, references to 'parent' and related concepts,,oai_token-act-pair,
30,gemma-2-9b,31-gemmascope-res-16k, mathematical functions and their properties,,oai_token-act-pair,
31,gemma-2-9b,31-gemmascope-res-16k, references to online content and services,,oai_token-act-pair,
32,gemma-2-9b,31-gemmascope-res-16k, terms and concepts related to phylogenetic analysis and method comparisons,,oai_token-act-pair,
33,gemma-2-9b,31-gemmascope-res-16k,references to paint and painting activities,,oai_token-act-pair,
34,gemma-2-9b,31-gemmascope-res-16k,passive voice constructions,,oai_token-act-pair,
35,gemma-2-9b,31-gemmascope-res-16k, expressions and concepts related to love and relationships,,oai_token-act-pair,
36,gemma-2-9b,31-gemmascope-res-16k, programming constructs related to file handling and errors in form submission,,oai_token-act-pair,
37,gemma-2-9b,31-gemmascope-res-16k,"references to individuals involved in the film or entertainment industry, particularly actors and directors",,oai_token-act-pair,
38,gemma-2-9b,31-gemmascope-res-16k,references and citations in academic or technical contexts,,oai_token-act-pair,
39,gemma-2-9b,31-gemmascope-res-16k,programming-related elements or commands in code snippets,,oai_token-act-pair,
40,gemma-2-9b,31-gemmascope-res-16k,"repeated instances of the article ""the"" and variants of possessive pronouns",,oai_token-act-pair,
41,gemma-2-9b,31-gemmascope-res-16k,information related to statistical data on demographics and economic factors,,oai_token-act-pair,
42,gemma-2-9b,31-gemmascope-res-16k,elements related to programming constructs and data structure definitions,,oai_token-act-pair,
43,gemma-2-9b,31-gemmascope-res-16k, terms related to massage therapy and techniques,,oai_token-act-pair,
44,gemma-2-9b,31-gemmascope-res-16k,terminology related to classifications and assessments within various organized systems or structures,,oai_token-act-pair,
45,gemma-2-9b,31-gemmascope-res-16k, terms related to peaks and edges in data analysis,,oai_token-act-pair,
46,gemma-2-9b,31-gemmascope-res-16k, temporal references and measurements,,oai_token-act-pair,
47,gemma-2-9b,31-gemmascope-res-16k,function calls and object method references within code snippets,,oai_token-act-pair,
48,gemma-2-9b,31-gemmascope-res-16k,"references to legal or regulatory documents, cases, or proceedings",,oai_token-act-pair,False
49,gemma-2-9b,31-gemmascope-res-16k,nicknames or titles associated with individuals,,oai_token-act-pair,
50,gemma-2-9b,31-gemmascope-res-16k,references to political alliances and side-taking in conflicts,,oai_token-act-pair,
51,gemma-2-9b,31-gemmascope-res-16k,references to behavioral psychology and its experimental methods,,oai_token-act-pair,
52,gemma-2-9b,31-gemmascope-res-16k,references to Facebook and associated functionalities,,oai_token-act-pair,
53,gemma-2-9b,31-gemmascope-res-16k,references to significant names and institutions in various contexts,,oai_token-act-pair,False
54,gemma-2-9b,31-gemmascope-res-16k, references to specific characters and demographic groups,,oai_token-act-pair,
55,gemma-2-9b,31-gemmascope-res-16k,"references to online communities and culture, particularly related to 4chan and internet memes",,oai_token-act-pair,
56,gemma-2-9b,31-gemmascope-res-16k, terms related to purchasing and financial transactions,,oai_token-act-pair,
57,gemma-2-9b,31-gemmascope-res-16k, expressions of loss and the struggle with mortality,,oai_token-act-pair,
58,gemma-2-9b,31-gemmascope-res-16k,terms related to events and their descriptions,,oai_token-act-pair,
59,gemma-2-9b,31-gemmascope-res-16k,references to familial relationships and dynamics,,oai_token-act-pair,
60,gemma-2-9b,31-gemmascope-res-16k, references to significant events in history,,oai_token-act-pair,
61,gemma-2-9b,31-gemmascope-res-16k,expressions of personal experiences and relationships,,oai_token-act-pair,
62,gemma-2-9b,31-gemmascope-res-16k,programming constructs and elements in code snippets,,oai_token-act-pair,
63,gemma-2-9b,31-gemmascope-res-16k," programming language elements and structures related to Java, particularly annotations and IO operations",,oai_token-act-pair,
64,gemma-2-9b,31-gemmascope-res-16k,discussions about the challenges and empowering aspects of single motherhood,,oai_token-act-pair,
65,gemma-2-9b,31-gemmascope-res-16k,special characters and quotes indicating dialogue or quotations in text,,oai_token-act-pair,
66,gemma-2-9b,31-gemmascope-res-16k, elements related to programming constructs and structures,,oai_token-act-pair,
67,gemma-2-9b,31-gemmascope-res-16k,professional roles and educational qualifications,,oai_token-act-pair,
68,gemma-2-9b,31-gemmascope-res-16k, programming error messages and handling code structures,,oai_token-act-pair,
