index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,30-gemmascope-res-16k,questions and phrases about comparisons and assessments,,oai_token-act-pair,
1,gemma-2-9b,30-gemmascope-res-16k," occurrences of the word ""define"" and its variations, indicating a focus on definitions or explanations",,oai_token-act-pair,
2,gemma-2-9b,30-gemmascope-res-16k," references to ""Horace"" or related names and terms within various contexts",,oai_token-act-pair,
3,gemma-2-9b,30-gemmascope-res-16k," references to competitive sports events, particularly playoffs and finals",,oai_token-act-pair,
4,gemma-2-9b,30-gemmascope-res-16k, technical terms and entities related to programming and data structures,,oai_token-act-pair,
5,gemma-2-9b,30-gemmascope-res-16k,expressions related to quality and experience in various contexts,,oai_token-act-pair,
6,gemma-2-9b,30-gemmascope-res-16k, phrases related to technical definitions and programming constructs,,oai_token-act-pair,
7,gemma-2-9b,30-gemmascope-res-16k, expressions indicating comparison or similarity,,oai_token-act-pair,
8,gemma-2-9b,30-gemmascope-res-16k,references to architectural structures and educational institutions,,oai_token-act-pair,
9,gemma-2-9b,30-gemmascope-res-16k,terms related to the concept of 'nature',,oai_token-act-pair,
10,gemma-2-9b,30-gemmascope-res-16k, phrases indicating progression or movement in a situation,,oai_token-act-pair,
11,gemma-2-9b,30-gemmascope-res-16k,keywords and phrases related to physical exercise and its importance or effects,,oai_token-act-pair,
12,gemma-2-9b,30-gemmascope-res-16k,"references to the name ""Kim"" in various contexts",,oai_token-act-pair,
13,gemma-2-9b,30-gemmascope-res-16k, technical terms related to programming and software development,,oai_token-act-pair,False
14,gemma-2-9b,30-gemmascope-res-16k,activities and engagements related to real estate and personal experiences,,oai_token-act-pair,
15,gemma-2-9b,30-gemmascope-res-16k,technical syntax and command structures in programming or markup languages,,oai_token-act-pair,
16,gemma-2-9b,30-gemmascope-res-16k, expressions of appreciation or positive sentiment related to experiences,,oai_token-act-pair,
17,gemma-2-9b,30-gemmascope-res-16k,emotional expressions and physical reactions,,oai_token-act-pair,
18,gemma-2-9b,30-gemmascope-res-16k,mentions of watching or related activities like viewing media,,oai_token-act-pair,
19,gemma-2-9b,30-gemmascope-res-16k,references to retail and customer service interactions,,oai_token-act-pair,
20,gemma-2-9b,30-gemmascope-res-16k,"information related to animals, particularly pets",,oai_token-act-pair,
21,gemma-2-9b,30-gemmascope-res-16k,"proper nouns, specifically names and locations",,oai_token-act-pair,
22,gemma-2-9b,30-gemmascope-res-16k,"references to the state and conditions of the world, including themes of violence, change, and socio-economic factors",,oai_token-act-pair,
23,gemma-2-9b,30-gemmascope-res-16k,functions or methods related to creating or managing product tags,,oai_token-act-pair,
24,gemma-2-9b,30-gemmascope-res-16k,information related to content classification and ratings,,oai_token-act-pair,
25,gemma-2-9b,30-gemmascope-res-16k,terms related to scientific concepts in gas reactions and semiconductor processes,,oai_token-act-pair,
26,gemma-2-9b,30-gemmascope-res-16k, family relationships and genealogical references,,oai_token-act-pair,
27,gemma-2-9b,30-gemmascope-res-16k, indicators of compensation and adjustments in various contexts,,oai_token-act-pair,
28,gemma-2-9b,30-gemmascope-res-16k," programming-related constructs and data types, particularly in Objective-C, including error handling and object encoding/decoding",,oai_token-act-pair,
29,gemma-2-9b,30-gemmascope-res-16k, terminology related to driving modes and vehicle control systems,,oai_token-act-pair,
30,gemma-2-9b,30-gemmascope-res-16k,references to possessive pronouns and nouns indicating ownership,,oai_token-act-pair,
31,gemma-2-9b,30-gemmascope-res-16k,"numeric values or codes, particularly in a legal or medical context",,oai_token-act-pair,
32,gemma-2-9b,30-gemmascope-res-16k, numerical data or statistics presented in various formats,,oai_token-act-pair,False
33,gemma-2-9b,30-gemmascope-res-16k,"events and their related contexts, including legal and production aspects",,oai_token-act-pair,
34,gemma-2-9b,30-gemmascope-res-16k, references to existence and quantity of specific elements or phenomena in a context,,oai_token-act-pair,True
35,gemma-2-9b,30-gemmascope-res-16k, mathematical expressions or symbols,,oai_token-act-pair,False
36,gemma-2-9b,30-gemmascope-res-16k, references to violence or injuries,,oai_token-act-pair,
37,gemma-2-9b,30-gemmascope-res-16k, technical terms and specifications related to gas installation and regulation systems,,oai_token-act-pair,
38,gemma-2-9b,30-gemmascope-res-16k,"references to numerical values, particularly those related to costs, doses, and measurements",,oai_token-act-pair,
39,gemma-2-9b,30-gemmascope-res-16k,expressions related to emotional struggles and interpersonal dynamics,,oai_token-act-pair,
40,gemma-2-9b,30-gemmascope-res-16k,elements related to educational support and student success,,oai_token-act-pair,
41,gemma-2-9b,30-gemmascope-res-16k, references to study results and conclusions,,oai_token-act-pair,
42,gemma-2-9b,30-gemmascope-res-16k,chemical compounds and their representations in various contexts,,oai_token-act-pair,
43,gemma-2-9b,30-gemmascope-res-16k, code related to vector mathematics and functions,,oai_token-act-pair,
44,gemma-2-9b,30-gemmascope-res-16k,connective words and phrases that indicate relationships or connections between ideas,,oai_token-act-pair,
45,gemma-2-9b,30-gemmascope-res-16k, positive sentiments expressed towards books and writing,,oai_token-act-pair,
46,gemma-2-9b,30-gemmascope-res-16k, numerically significant results or data points in research contexts,,oai_token-act-pair,
47,gemma-2-9b,30-gemmascope-res-16k,"connections made through ""via""",,oai_token-act-pair,
48,gemma-2-9b,30-gemmascope-res-16k,references to skyscrapers and architectural features,,oai_token-act-pair,
49,gemma-2-9b,30-gemmascope-res-16k, critiques and judgments related to social and political issues,,oai_token-act-pair,
50,gemma-2-9b,30-gemmascope-res-16k,sentences discussing actions taken by individuals or groups,,oai_token-act-pair,
51,gemma-2-9b,30-gemmascope-res-16k, concepts related to oscillations in astrophysical objects,,oai_token-act-pair,
52,gemma-2-9b,30-gemmascope-res-16k,instructions and steps related to coding or technical processes,,oai_token-act-pair,
53,gemma-2-9b,30-gemmascope-res-16k,references to sports statistics and game performance,,oai_token-act-pair,False
54,gemma-2-9b,30-gemmascope-res-16k, references to geographic elevations and measurements,,oai_token-act-pair,
55,gemma-2-9b,30-gemmascope-res-16k,statements regarding political leadership and accountability,,oai_token-act-pair,
56,gemma-2-9b,30-gemmascope-res-16k,references to the character Anton and related names or terms associated with him,,oai_token-act-pair,
57,gemma-2-9b,30-gemmascope-res-16k,elements of HTML content and coding syntax,,oai_token-act-pair,
58,gemma-2-9b,30-gemmascope-res-16k, expressions of foolishness or stupidity,,oai_token-act-pair,
59,gemma-2-9b,30-gemmascope-res-16k," financial metrics related to companies, specifically demand for recreational vehicles",,oai_token-act-pair,
60,gemma-2-9b,30-gemmascope-res-16k, significant statistical data or mentions of studies and reports,,oai_token-act-pair,
61,gemma-2-9b,30-gemmascope-res-16k,negative expressions and uncertainty regarding actions or situations,,oai_token-act-pair,
62,gemma-2-9b,30-gemmascope-res-16k,elements related to numbering and ordering in a data context,,oai_token-act-pair,
63,gemma-2-9b,30-gemmascope-res-16k,terms related to cosmetic procedures and aging,,oai_token-act-pair,
64,gemma-2-9b,30-gemmascope-res-16k,"discussions about relationships, particularly regarding marriage and parenting decisions",,oai_token-act-pair,
65,gemma-2-9b,30-gemmascope-res-16k,phrases or terms related to belief systems and moral judgments,,oai_token-act-pair,
66,gemma-2-9b,30-gemmascope-res-16k,quantitative descriptors and comparative attributes related to objects and conditions,,oai_token-act-pair,
67,gemma-2-9b,30-gemmascope-res-16k, instances of negation and conditions around actions or statements,,oai_token-act-pair,
68,gemma-2-9b,30-gemmascope-res-16k, Java programming language elements related to data serialization and interface implementation,,oai_token-act-pair,
69,gemma-2-9b,30-gemmascope-res-16k,"instances of the word ""as"" in various contexts",,oai_token-act-pair,
70,gemma-2-9b,30-gemmascope-res-16k, comparisons and evaluations of quality,,oai_token-act-pair,
71,gemma-2-9b,30-gemmascope-res-16k, code-related syntax elements and structure in programming languages,,oai_token-act-pair,
72,gemma-2-9b,30-gemmascope-res-16k, names and titles related to documentary films and associated awards,,oai_token-act-pair,
73,gemma-2-9b,30-gemmascope-res-16k, references to supply chain and supply-related concepts,,oai_token-act-pair,
74,gemma-2-9b,30-gemmascope-res-16k, conversational prompts seeking validation or agreement,,oai_token-act-pair,
75,gemma-2-9b,30-gemmascope-res-16k, programming terminology and syntax related to data structures and processing,,oai_token-act-pair,
76,gemma-2-9b,30-gemmascope-res-16k, import statements in programming code,,oai_token-act-pair,
77,gemma-2-9b,30-gemmascope-res-16k, phrases indicating conditions or requirements for action,,oai_token-act-pair,
78,gemma-2-9b,30-gemmascope-res-16k, terms related to lighting fixtures and energy-efficient lighting technology,,oai_token-act-pair,
79,gemma-2-9b,30-gemmascope-res-16k, references to visual experiences and observations,,oai_token-act-pair,
80,gemma-2-9b,30-gemmascope-res-16k,terms related to tobacco and smoking,,oai_token-act-pair,
81,gemma-2-9b,30-gemmascope-res-16k,phrases related to parental engagement and involvement in children's education,,oai_token-act-pair,
82,gemma-2-9b,30-gemmascope-res-16k,"references to relationships, interactions, and connections between entities",,oai_token-act-pair,
83,gemma-2-9b,30-gemmascope-res-16k,instances of decision-making or important events in narratives,,oai_token-act-pair,
84,gemma-2-9b,30-gemmascope-res-16k,"the use of the word ""with"" in various contexts",,oai_token-act-pair,
85,gemma-2-9b,30-gemmascope-res-16k,expressions of concern or worry,,oai_token-act-pair,
86,gemma-2-9b,30-gemmascope-res-16k, terms related to programming and layout configuration in code,,oai_token-act-pair,
87,gemma-2-9b,30-gemmascope-res-16k,financial metrics and stock price information,,oai_token-act-pair,
88,gemma-2-9b,30-gemmascope-res-16k,"terms related to poultry farming, specifically focusing on dietary impacts and egg production",,oai_token-act-pair,
89,gemma-2-9b,30-gemmascope-res-16k,terms related to liver function tests and their results,,oai_token-act-pair,
90,gemma-2-9b,30-gemmascope-res-16k,information related to scientific measurement and comparison of results,,oai_token-act-pair,True
91,gemma-2-9b,30-gemmascope-res-16k,food items and their preparation methods,,oai_token-act-pair,
92,gemma-2-9b,30-gemmascope-res-16k, punctuation marks and symbols indicating emphasis or surprise,,oai_token-act-pair,
