index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,6-gemmascope-res-16k,references to elements or concepts related to technology and design,,oai_token-act-pair,
1,gemma-2-9b,6-gemmascope-res-16k, references to friendliness or amicable behavior,,oai_token-act-pair,
2,gemma-2-9b,6-gemmascope-res-16k,references to specific names or titles within a document,,oai_token-act-pair,
3,gemma-2-9b,6-gemmascope-res-16k, various types of parentheses and related symbols,,oai_token-act-pair,
4,gemma-2-9b,6-gemmascope-res-16k," terms related to baseball statistics, specifically batting performance",,oai_token-act-pair,
5,gemma-2-9b,6-gemmascope-res-16k, references to nodes and their properties,,oai_token-act-pair,
6,gemma-2-9b,6-gemmascope-res-16k, expressions of ability or capability,,oai_token-act-pair,
7,gemma-2-9b,6-gemmascope-res-16k,"elements related to figures, tables, and references in a document",,oai_token-act-pair,
8,gemma-2-9b,6-gemmascope-res-16k, calls for honesty and sincerity in communication,,oai_token-act-pair,
10,gemma-2-9b,6-gemmascope-res-16k,"references to specific products, substances, or chemicals, especially those related to pharmaceuticals or biological elements",,oai_token-act-pair,
11,gemma-2-9b,6-gemmascope-res-16k, phrases indicating negation or absence,,oai_token-act-pair,
12,gemma-2-9b,6-gemmascope-res-16k, references to API data retrieval and processing,,oai_token-act-pair,
13,gemma-2-9b,6-gemmascope-res-16k,"entities related to lawsuits, legal proceedings, and notable legal figures",,oai_token-act-pair,
14,gemma-2-9b,6-gemmascope-res-16k,concepts related to ecosystem services and their impact on health promotion,,oai_token-act-pair,
15,gemma-2-9b,6-gemmascope-res-16k,references to the current year in various contexts,,oai_token-act-pair,
16,gemma-2-9b,6-gemmascope-res-16k,references to numerical data and variables in mathematical contexts,,oai_token-act-pair,
17,gemma-2-9b,6-gemmascope-res-16k,references to local entities or movements,,oai_token-act-pair,
18,gemma-2-9b,6-gemmascope-res-16k,references to time and comparisons between past and present situations,,oai_token-act-pair,
19,gemma-2-9b,6-gemmascope-res-16k," occurrences of the term ""php"" and related programming concepts",,oai_token-act-pair,
20,gemma-2-9b,6-gemmascope-res-16k,sections of data related to logging and error handling,,oai_token-act-pair,
21,gemma-2-9b,6-gemmascope-res-16k,terms related to rules and policies in programming contexts,,oai_token-act-pair,
22,gemma-2-9b,6-gemmascope-res-16k,terms related to agricultural practices and plant production,,oai_token-act-pair,
23,gemma-2-9b,6-gemmascope-res-16k,terms related to development and changes in conditions or situations,,oai_token-act-pair,
24,gemma-2-9b,6-gemmascope-res-16k, job-related terms and responsibilities in a healthcare context,,oai_token-act-pair,
25,gemma-2-9b,6-gemmascope-res-16k,pronouns referring to groups of people or entities,,oai_token-act-pair,
26,gemma-2-9b,6-gemmascope-res-16k,mentions of salt and its related concepts,,oai_token-act-pair,
27,gemma-2-9b,6-gemmascope-res-16k,verbal expressions of communication or statements,,oai_token-act-pair,False
28,gemma-2-9b,6-gemmascope-res-16k, frequent reporting of statements or declarations made by individuals,,oai_token-act-pair,
29,gemma-2-9b,6-gemmascope-res-16k, mentions of COVID and related terms,,oai_token-act-pair,
30,gemma-2-9b,6-gemmascope-res-16k,"specific location identifiers, particularly postal codes and state abbreviations",,oai_token-act-pair,
31,gemma-2-9b,6-gemmascope-res-16k, copyright-related terms and phrases,,oai_token-act-pair,
32,gemma-2-9b,6-gemmascope-res-16k, control flow statements and return statements in programming code,,oai_token-act-pair,
33,gemma-2-9b,6-gemmascope-res-16k, possessive pronouns and references to ownership or attributes,,oai_token-act-pair,
34,gemma-2-9b,6-gemmascope-res-16k,code comments or multiline comment indicators,,oai_token-act-pair,
35,gemma-2-9b,6-gemmascope-res-16k, adjectives that indicate a lack of awareness or innocence,,oai_token-act-pair,
36,gemma-2-9b,6-gemmascope-res-16k,instances that discuss various scenarios or conditions,,oai_token-act-pair,
37,gemma-2-9b,6-gemmascope-res-16k, HTML or JSX tags in a document,,oai_token-act-pair,
38,gemma-2-9b,6-gemmascope-res-16k,conditional phrases expressing uncertainty or hypotheticals,,oai_token-act-pair,False
39,gemma-2-9b,6-gemmascope-res-16k, references to specific entities or general terms within technical or structured language,,oai_token-act-pair,
40,gemma-2-9b,6-gemmascope-res-16k,references to personal history and background related to various contexts,,oai_token-act-pair,
41,gemma-2-9b,6-gemmascope-res-16k, references to vector-related programming constructs and functions,,oai_token-act-pair,
42,gemma-2-9b,6-gemmascope-res-16k,"references to ""Han"" as a cultural or historical term associated with Korean identity",,oai_token-act-pair,
43,gemma-2-9b,6-gemmascope-res-16k,references to URLs and web links,,oai_token-act-pair,
44,gemma-2-9b,6-gemmascope-res-16k,"the occurrence of the word ""it"" in various contexts",,oai_token-act-pair,
45,gemma-2-9b,6-gemmascope-res-16k,phrases related to development and advancements in various fields,,oai_token-act-pair,
46,gemma-2-9b,6-gemmascope-res-16k,sections of code that involve matrix or array manipulations,,oai_token-act-pair,
47,gemma-2-9b,6-gemmascope-res-16k,phrases that indicate ownership or belonging,,oai_token-act-pair,
48,gemma-2-9b,6-gemmascope-res-16k,"terms related to the prefix ""des-"" indicating negation or removal",,oai_token-act-pair,
49,gemma-2-9b,6-gemmascope-res-16k,programming concepts and structures related to data types and interfaces,,oai_token-act-pair,
50,gemma-2-9b,6-gemmascope-res-16k,HTML tags and structure in a document,,oai_token-act-pair,
51,gemma-2-9b,6-gemmascope-res-16k,terms related to work or labor,,oai_token-act-pair,
52,gemma-2-9b,6-gemmascope-res-16k,"references to individuals with the name ""Ken"" or similar variations",,oai_token-act-pair,
53,gemma-2-9b,6-gemmascope-res-16k,superlative adjectives and phrases indicating extremes or high standards,,oai_token-act-pair,
54,gemma-2-9b,6-gemmascope-res-16k, terms related to elevation or raising levels in various contexts,,oai_token-act-pair,
55,gemma-2-9b,6-gemmascope-res-16k, references to user interface components,,oai_token-act-pair,
56,gemma-2-9b,6-gemmascope-res-16k, sections related to code documentation and metadata,,oai_token-act-pair,False
57,gemma-2-9b,6-gemmascope-res-16k,affirmations of collective responsibility and actions in a communal context,,oai_token-act-pair,
58,gemma-2-9b,6-gemmascope-res-16k, elements related to navigation and instructions within the text,,oai_token-act-pair,False
59,gemma-2-9b,6-gemmascope-res-16k,terms related to destruction and damage,,oai_token-act-pair,
60,gemma-2-9b,6-gemmascope-res-16k, references to icons and image sources in web development,,oai_token-act-pair,
61,gemma-2-9b,6-gemmascope-res-16k, superlative expressions and descriptions of experiences or attributes,,oai_token-act-pair,
62,gemma-2-9b,6-gemmascope-res-16k,"terms related to ""double"" and ""single"" in various scientific contexts",,oai_token-act-pair,
63,gemma-2-9b,6-gemmascope-res-16k,numerical data and statistics,,oai_token-act-pair,
64,gemma-2-9b,6-gemmascope-res-16k,references to scientific concepts and terms related to deficiencies and their effects,,oai_token-act-pair,
65,gemma-2-9b,6-gemmascope-res-16k,references to climate science and the role of scientists in addressing environmental issues,,oai_token-act-pair,
66,gemma-2-9b,6-gemmascope-res-16k, phrases related to the creation of entities or materials,,oai_token-act-pair,
67,gemma-2-9b,6-gemmascope-res-16k, words related to directing or supervision in various contexts,,oai_token-act-pair,
68,gemma-2-9b,6-gemmascope-res-16k,references to practice within various contexts,,oai_token-act-pair,
69,gemma-2-9b,6-gemmascope-res-16k,routine activities and scheduled events,,oai_token-act-pair,
70,gemma-2-9b,6-gemmascope-res-16k,technical terms related to programming and web development,,oai_token-act-pair,
71,gemma-2-9b,6-gemmascope-res-16k,references to the act of treating individuals or groups,,oai_token-act-pair,
72,gemma-2-9b,6-gemmascope-res-16k, references to relative measurements or comparisons in scientific contexts,,oai_token-act-pair,
73,gemma-2-9b,6-gemmascope-res-16k,references to alien and foreign concepts in various contexts,,oai_token-act-pair,
74,gemma-2-9b,6-gemmascope-res-16k, phrases related to accessing additional information or resources,,oai_token-act-pair,
75,gemma-2-9b,6-gemmascope-res-16k,"references to the name ""Taylor"" and related terms or concepts",,oai_token-act-pair,
76,gemma-2-9b,6-gemmascope-res-16k,phrases expressing collective agreement or equality,,oai_token-act-pair,
77,gemma-2-9b,6-gemmascope-res-16k,references to different types of mesh and lattice structures in scientific contexts,,oai_token-act-pair,
78,gemma-2-9b,6-gemmascope-res-16k, technical terms related to materials and engineering tests,,oai_token-act-pair,
79,gemma-2-9b,6-gemmascope-res-16k, references to specific locations and names related to Florida and its geography,,oai_token-act-pair,
80,gemma-2-9b,6-gemmascope-res-16k," concepts related to rituals and offerings, particularly sacrifices",,oai_token-act-pair,
81,gemma-2-9b,6-gemmascope-res-16k," patterns or sequences of underscores, indicating empty or placeholder segments in the text",,oai_token-act-pair,
82,gemma-2-9b,6-gemmascope-res-16k,specific references to unique cases or instances in a discussion,,oai_token-act-pair,
83,gemma-2-9b,6-gemmascope-res-16k,"references to Japanese and Korean culture, people, and related topics",,oai_token-act-pair,
84,gemma-2-9b,6-gemmascope-res-16k,expressions of concern and care for others,,oai_token-act-pair,
85,gemma-2-9b,6-gemmascope-res-16k,specific concepts related to social and personal challenges,,oai_token-act-pair,
86,gemma-2-9b,6-gemmascope-res-16k, discussions about social issues and inequalities,,oai_token-act-pair,
87,gemma-2-9b,6-gemmascope-res-16k,references to murder and related crimes,,oai_token-act-pair,
88,gemma-2-9b,6-gemmascope-res-16k, terms related to technical processes and inventions in various fields,,oai_token-act-pair,
89,gemma-2-9b,6-gemmascope-res-16k,references to maps and navigation-related content,,oai_token-act-pair,
90,gemma-2-9b,6-gemmascope-res-16k,"the preposition ""for"" used in various contexts",,oai_token-act-pair,
91,gemma-2-9b,6-gemmascope-res-16k,references to software suites,,oai_token-act-pair,
92,gemma-2-9b,6-gemmascope-res-16k,"numerical values and their representations, including measurements and quantities",,oai_token-act-pair,
93,gemma-2-9b,6-gemmascope-res-16k,negative actions or states of being,,oai_token-act-pair,
