index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,21-gemmascope-res-16k,elements related to logical conditions and relations,,oai_token-act-pair,
1,gemma-2-9b,21-gemmascope-res-16k,mentions of power dynamics and conflict situations,,oai_token-act-pair,
2,gemma-2-9b,21-gemmascope-res-16k, references to online awards and recognition,,oai_token-act-pair,False
3,gemma-2-9b,21-gemmascope-res-16k, references to patients and their health-related information,,oai_token-act-pair,False
4,gemma-2-9b,21-gemmascope-res-16k,references to various occupations and social roles,,oai_token-act-pair,
5,gemma-2-9b,21-gemmascope-res-16k,elements related to literary awards and achievements,,oai_token-act-pair,
6,gemma-2-9b,21-gemmascope-res-16k,phrases related to rigidity and inflexibility in various contexts,,oai_token-act-pair,False
7,gemma-2-9b,21-gemmascope-res-16k, scripting language syntax and related declarations,,oai_token-act-pair,
8,gemma-2-9b,21-gemmascope-res-16k,mathematical symbols and formatting in equations,,oai_token-act-pair,
9,gemma-2-9b,21-gemmascope-res-16k, specifications and features of cameras in devices,,oai_token-act-pair,
10,gemma-2-9b,21-gemmascope-res-16k,elements and structure related to data queries and database operations,,oai_token-act-pair,
11,gemma-2-9b,21-gemmascope-res-16k, numerical values and references to legal procedural elements,,oai_token-act-pair,
12,gemma-2-9b,21-gemmascope-res-16k,elements related to user reviews and ratings for restaurants and services,,oai_token-act-pair,
13,gemma-2-9b,21-gemmascope-res-16k," identification and classification information, particularly related to individuals and organizations",,oai_token-act-pair,
14,gemma-2-9b,21-gemmascope-res-16k,functional programming concepts and conditions in code,,oai_token-act-pair,False
15,gemma-2-9b,21-gemmascope-res-16k,elements related to legal proceedings and authority figures in the judicial system,,oai_token-act-pair,
16,gemma-2-9b,21-gemmascope-res-16k, programming-related terms and functions for managing objects and updates,,oai_token-act-pair,
17,gemma-2-9b,21-gemmascope-res-16k, numerical data related to pharmacokinetics,,oai_token-act-pair,True
18,gemma-2-9b,21-gemmascope-res-16k,specific medical terms and concepts related to the treatment and side effects of a medication,,oai_token-act-pair,
19,gemma-2-9b,21-gemmascope-res-16k,references to cold weather conditions and their impacts,,oai_token-act-pair,False
20,gemma-2-9b,21-gemmascope-res-16k," code-related keywords and operations, particularly those associated with creating, updating, and managing records",,oai_token-act-pair,
21,gemma-2-9b,21-gemmascope-res-16k, function return statements and error handling constructs in code,,oai_token-act-pair,
22,gemma-2-9b,21-gemmascope-res-16k,alternative solutions or methodologies in technical contexts,,oai_token-act-pair,
23,gemma-2-9b,21-gemmascope-res-16k, programming constructs and data structures in code,,oai_token-act-pair,
24,gemma-2-9b,21-gemmascope-res-16k,"references to India, particularly in the context of HIV research and its related subtypes",,oai_token-act-pair,
25,gemma-2-9b,21-gemmascope-res-16k,references to needs and requirements in various contexts,,oai_token-act-pair,
26,gemma-2-9b,21-gemmascope-res-16k, affirmations or confirmations in the text,,oai_token-act-pair,
27,gemma-2-9b,21-gemmascope-res-16k,technical instructions or information related to configuring software environments and dependencies,,oai_token-act-pair,
28,gemma-2-9b,21-gemmascope-res-16k,syntactical structures indicating class or method definitions in programming code,,oai_token-act-pair,
29,gemma-2-9b,21-gemmascope-res-16k,"entities or names related to individuals, particularly focusing on notable figures and their attributes",,oai_token-act-pair,False
30,gemma-2-9b,21-gemmascope-res-16k,mathematical expressions and equations,,oai_token-act-pair,
31,gemma-2-9b,21-gemmascope-res-16k, references to specific products or items in a catalog or listing,,oai_token-act-pair,
32,gemma-2-9b,21-gemmascope-res-16k,expressions of excess or being overwhelming,,oai_token-act-pair,
33,gemma-2-9b,21-gemmascope-res-16k, textual and structural elements related to legal documents,,oai_token-act-pair,
34,gemma-2-9b,21-gemmascope-res-16k,terms relevant to somatic symptoms and their relationship to physical and mental health,,oai_token-act-pair,True
35,gemma-2-9b,21-gemmascope-res-16k,"specific mentions of ""the"" as well as related phrases discussing projects or initiatives linked to endangered species, conservation, or environmental contexts",,oai_token-act-pair,
36,gemma-2-9b,21-gemmascope-res-16k, themes of family relationships and conflicts,,oai_token-act-pair,
37,gemma-2-9b,21-gemmascope-res-16k,definite articles and their contexts,,oai_token-act-pair,
38,gemma-2-9b,21-gemmascope-res-16k,terms related to the concept of protection and safeguarding,,oai_token-act-pair,
39,gemma-2-9b,21-gemmascope-res-16k,concepts related to regulation and organization within frameworks or systems,,oai_token-act-pair,
40,gemma-2-9b,21-gemmascope-res-16k,photographic credits and attributions in text,,oai_token-act-pair,
41,gemma-2-9b,21-gemmascope-res-16k,elements related to user interface layout in programming code,,oai_token-act-pair,
42,gemma-2-9b,21-gemmascope-res-16k,scientific measurements and comparisons involving control groups in experimental studies,,oai_token-act-pair,
43,gemma-2-9b,21-gemmascope-res-16k,"specific references to data, documents, and legal terminology",,oai_token-act-pair,False
44,gemma-2-9b,21-gemmascope-res-16k,elements related to technical advice and support,,oai_token-act-pair,
45,gemma-2-9b,21-gemmascope-res-16k,technical terms related to software development and data structures,,oai_token-act-pair,False
46,gemma-2-9b,21-gemmascope-res-16k,"references to companies, financial terms, or structures related to business and education",,oai_token-act-pair,
47,gemma-2-9b,21-gemmascope-res-16k, structured programming elements and status-related terms within a codebase,,oai_token-act-pair,
