index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,20-gemmascope-res-16k, technical terminology related to programming structures and operations,,oai_token-act-pair,
1,gemma-2-9b,20-gemmascope-res-16k,terms associated with mechanical ventilation and its effects on patient health,,oai_token-act-pair,
2,gemma-2-9b,20-gemmascope-res-16k, important principles and values related to relationships and equality,,oai_token-act-pair,
3,gemma-2-9b,20-gemmascope-res-16k,references to scientific studies or publications,,oai_token-act-pair,
4,gemma-2-9b,20-gemmascope-res-16k,phrases that discuss the effectiveness and methods of communication,,oai_token-act-pair,
5,gemma-2-9b,20-gemmascope-res-16k,references to government or authority organizations and their actions,,oai_token-act-pair,
6,gemma-2-9b,20-gemmascope-res-16k,subjects related to legal concepts and interpersonal relationships,,oai_token-act-pair,
7,gemma-2-9b,20-gemmascope-res-16k, specifications and technical details about products,,oai_token-act-pair,
8,gemma-2-9b,20-gemmascope-res-16k,terms related to richness and abundance in various contexts,,oai_token-act-pair,
9,gemma-2-9b,20-gemmascope-res-16k, instances of parental involvement in education,,oai_token-act-pair,
10,gemma-2-9b,20-gemmascope-res-16k, references to alcoholic beverages and desserts,,oai_token-act-pair,
11,gemma-2-9b,20-gemmascope-res-16k,terms related to competition and ranking,,oai_token-act-pair,
12,gemma-2-9b,20-gemmascope-res-16k,negations and expressions indicating disagreement or doubt,,oai_token-act-pair,
13,gemma-2-9b,20-gemmascope-res-16k, key legal terms related to court rulings and judicial decisions,,oai_token-act-pair,False
14,gemma-2-9b,20-gemmascope-res-16k,elements indicating comparisons and qualifications in contexts like offerings and services,,oai_token-act-pair,
15,gemma-2-9b,20-gemmascope-res-16k, references to significant political and legal events or figures,,oai_token-act-pair,
16,gemma-2-9b,20-gemmascope-res-16k, blocks of code that handle exceptions,,oai_token-act-pair,
17,gemma-2-9b,20-gemmascope-res-16k, code structures and references within programming syntax,,oai_token-act-pair,
18,gemma-2-9b,20-gemmascope-res-16k,HTML attribute assignments within elements,,oai_token-act-pair,
19,gemma-2-9b,20-gemmascope-res-16k,specific geographic locations and their relevant identifiers,,oai_token-act-pair,
20,gemma-2-9b,20-gemmascope-res-16k,conversations about parenting and child care practices,,oai_token-act-pair,
21,gemma-2-9b,20-gemmascope-res-16k, terms related to casino games and gambling features,,oai_token-act-pair,
22,gemma-2-9b,20-gemmascope-res-16k," expressions indicating awareness, knowledge, or understanding",,oai_token-act-pair,
23,gemma-2-9b,20-gemmascope-res-16k,clinical trial-related terms and processes,,oai_token-act-pair,
24,gemma-2-9b,20-gemmascope-res-16k, structured data formats and programming concepts,,oai_token-act-pair,
25,gemma-2-9b,20-gemmascope-res-16k, components and configuration settings within software or application preferences,,oai_token-act-pair,
26,gemma-2-9b,20-gemmascope-res-16k,financial terminology related to market conditions and regulatory frameworks,,oai_token-act-pair,
27,gemma-2-9b,20-gemmascope-res-16k, geographic locations and entities,,oai_token-act-pair,False
28,gemma-2-9b,20-gemmascope-res-16k, mentions of medical terms and organizations associated with healthcare,,oai_token-act-pair,False
29,gemma-2-9b,20-gemmascope-res-16k, phrases related to prognosis and medical outcomes,,oai_token-act-pair,
30,gemma-2-9b,20-gemmascope-res-16k, references to previous sections and results in academic or technical writing,,oai_token-act-pair,
31,gemma-2-9b,20-gemmascope-res-16k,representations of numerical values or mathematical structures,,oai_token-act-pair,
32,gemma-2-9b,20-gemmascope-res-16k, events or actions that indicate a timeline or sequence,,oai_token-act-pair,
33,gemma-2-9b,20-gemmascope-res-16k,specific statistical analyses and results related to experimental data,,oai_token-act-pair,False
34,gemma-2-9b,20-gemmascope-res-16k, logging and debugging functions in programming contexts,,oai_token-act-pair,
35,gemma-2-9b,20-gemmascope-res-16k,topics related to financial planning and goals,,oai_token-act-pair,
36,gemma-2-9b,20-gemmascope-res-16k,statistical or numerical changes in data,,oai_token-act-pair,
37,gemma-2-9b,20-gemmascope-res-16k, coding elements related to object creation and event handling in programming languages,,oai_token-act-pair,
38,gemma-2-9b,20-gemmascope-res-16k,package and namespace declarations in code,,oai_token-act-pair,
39,gemma-2-9b,20-gemmascope-res-16k,references to political or governmental entities and their actions,,oai_token-act-pair,
40,gemma-2-9b,20-gemmascope-res-16k,questions and inquiries related to political and philosophical topics,,oai_token-act-pair,
41,gemma-2-9b,20-gemmascope-res-16k,commands and operations related to file management and deletion,,oai_token-act-pair,False
42,gemma-2-9b,20-gemmascope-res-16k, technical specifications and performance metrics related to hardware components and computational processes,,oai_token-act-pair,
43,gemma-2-9b,20-gemmascope-res-16k,specific scientific terms and parameters related to research studies,,oai_token-act-pair,
44,gemma-2-9b,20-gemmascope-res-16k, phrases related to value assessments and comparisons,,oai_token-act-pair,False
45,gemma-2-9b,20-gemmascope-res-16k,"references to different sectors and industries, particularly in a financial or business context",,oai_token-act-pair,
46,gemma-2-9b,20-gemmascope-res-16k,terms related to changes and transformations in concepts or states,,oai_token-act-pair,
47,gemma-2-9b,20-gemmascope-res-16k,keywords associated with data structures and networking concepts,,oai_token-act-pair,
48,gemma-2-9b,20-gemmascope-res-16k, concepts related to social awareness and responsibility,,oai_token-act-pair,
49,gemma-2-9b,20-gemmascope-res-16k, concepts related to assembly and construction processes,,oai_token-act-pair,
50,gemma-2-9b,20-gemmascope-res-16k, programming constructs related to web framework views and forms,,oai_token-act-pair,
51,gemma-2-9b,20-gemmascope-res-16k,terms related to software features and functionalities,,oai_token-act-pair,
52,gemma-2-9b,20-gemmascope-res-16k,references to recent changes or items related to literature and specific details about procedures,,oai_token-act-pair,
53,gemma-2-9b,20-gemmascope-res-16k,references to well-known personalities and their interactions,,oai_token-act-pair,
54,gemma-2-9b,20-gemmascope-res-16k, punctuation marks indicating emotional or exclamatory sentences,,oai_token-act-pair,
55,gemma-2-9b,20-gemmascope-res-16k,significant concepts and models in environmental or social contexts,,oai_token-act-pair,
56,gemma-2-9b,20-gemmascope-res-16k, formatted data structures or elements within a document,,oai_token-act-pair,False
57,gemma-2-9b,20-gemmascope-res-16k, references to technical implementations and coding processes,,oai_token-act-pair,False
58,gemma-2-9b,20-gemmascope-res-16k,elements related to signal measurement and audio levels,,oai_token-act-pair,
59,gemma-2-9b,20-gemmascope-res-16k,"references to organizations and their roles in healthcare, technology, or service sectors",,oai_token-act-pair,
60,gemma-2-9b,20-gemmascope-res-16k,references to events or timelines in a structured format,,oai_token-act-pair,
61,gemma-2-9b,20-gemmascope-res-16k,technical terms and specific metrics related to scientific research and methodologies,,oai_token-act-pair,
62,gemma-2-9b,20-gemmascope-res-16k,references to specific locations or entities,,oai_token-act-pair,
63,gemma-2-9b,20-gemmascope-res-16k,function calls related to setting properties and updating layout configurations in code,,oai_token-act-pair,
64,gemma-2-9b,20-gemmascope-res-16k,specific programming or markup language keywords and constructs,,oai_token-act-pair,
