index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,0-gemmascope-res-16k,references to musical or measurement instruments,,oai_token-act-pair,False
1,gemma-2-9b,0-gemmascope-res-16k," occurrences of the word ""render"" and its related forms",,oai_token-act-pair,
2,gemma-2-9b,0-gemmascope-res-16k,terms related to risk assessment in health contexts,,oai_token-act-pair,
3,gemma-2-9b,0-gemmascope-res-16k,mentions of experimental processes and desert-related terms,,oai_token-act-pair,True
4,gemma-2-9b,0-gemmascope-res-16k, the concept of hybrids in various contexts,,oai_token-act-pair,True
5,gemma-2-9b,0-gemmascope-res-16k,terms related to smoothness and consistency in various contexts,,oai_token-act-pair,False
6,gemma-2-9b,0-gemmascope-res-16k,the number 10 in various contexts or forms,,oai_token-act-pair,
7,gemma-2-9b,0-gemmascope-res-16k,references to instructions and processes in a computational or legal context,,oai_token-act-pair,
8,gemma-2-9b,0-gemmascope-res-16k, references to solo performances or exhibitions in artistic contexts,,oai_token-act-pair,
9,gemma-2-9b,0-gemmascope-res-16k,specific legal and governmental terms related to jurisdiction and law enforcement,,oai_token-act-pair,False
10,gemma-2-9b,0-gemmascope-res-16k,"the term ""International"" related to various organizations and contexts",,oai_token-act-pair,
11,gemma-2-9b,0-gemmascope-res-16k,present tense verbs indicating actions or states,,oai_token-act-pair,
12,gemma-2-9b,0-gemmascope-res-16k, references to controllers in a technological context,,oai_token-act-pair,False
13,gemma-2-9b,0-gemmascope-res-16k," occurrences of the term ""Bo"" and its variants, which likely refers to a specific programming or coding context",,oai_token-act-pair,
14,gemma-2-9b,0-gemmascope-res-16k,"references to the concept of ""night.""",,oai_token-act-pair,
15,gemma-2-9b,0-gemmascope-res-16k," expressions of strong emotional commitment or enthusiasm, particularly related to personal interests or values",,oai_token-act-pair,False
16,gemma-2-9b,0-gemmascope-res-16k, plural forms of nouns,,oai_token-act-pair,False
17,gemma-2-9b,0-gemmascope-res-16k,technical terms and measurements related to size and dimensions,,oai_token-act-pair,
18,gemma-2-9b,0-gemmascope-res-16k,"references to finiteness or features related to fin, particularly in scientific or technical contexts",,oai_token-act-pair,True
19,gemma-2-9b,0-gemmascope-res-16k,mentions of various forms of entertainment,,oai_token-act-pair,
20,gemma-2-9b,0-gemmascope-res-16k," the presence of the word ""fact"" in various contexts",,oai_token-act-pair,
21,gemma-2-9b,0-gemmascope-res-16k,references to safety,,oai_token-act-pair,
22,gemma-2-9b,0-gemmascope-res-16k,terms related to malformations and malnutrition,,oai_token-act-pair,
23,gemma-2-9b,0-gemmascope-res-16k, instances of the '__' syntax used in programming code,,oai_token-act-pair,False
24,gemma-2-9b,0-gemmascope-res-16k,scientific terminology and research-related concepts,,oai_token-act-pair,True
25,gemma-2-9b,0-gemmascope-res-16k,terms and metrics related to vertical dimensions or structures,,oai_token-act-pair,
26,gemma-2-9b,0-gemmascope-res-16k, HTML or XML tags and structure,,oai_token-act-pair,
27,gemma-2-9b,0-gemmascope-res-16k,"references to types, categories, or qualities of items or experiences",,oai_token-act-pair,
28,gemma-2-9b,0-gemmascope-res-16k,"the word ""personally,"" indicating personal opinions or experiences",,oai_token-act-pair,
29,gemma-2-9b,0-gemmascope-res-16k,"instances of the word ""look.""",,oai_token-act-pair,False
30,gemma-2-9b,0-gemmascope-res-16k," occurrences of the function ""fn"" and the word ""worse""",,oai_token-act-pair,
31,gemma-2-9b,0-gemmascope-res-16k,special character sequences and patterns indicating formatting or emphasis,,oai_token-act-pair,
32,gemma-2-9b,0-gemmascope-res-16k,terms and abbreviations related to various models and methods in the field of data processing and transformation,,oai_token-act-pair,
33,gemma-2-9b,0-gemmascope-res-16k,references to specific time intervals and signals,,oai_token-act-pair,False
34,gemma-2-9b,0-gemmascope-res-16k,variations and nuances in intensity or degree,,oai_token-act-pair,False
35,gemma-2-9b,0-gemmascope-res-16k,"words related to the act of compromising or being compromised, particularly in the context of political or social discussions",,oai_token-act-pair,False
36,gemma-2-9b,0-gemmascope-res-16k,biomedical terms related to enzymatic functions and reactions,,oai_token-act-pair,
37,gemma-2-9b,0-gemmascope-res-16k,conditional verbs and related constructs in different languages,,oai_token-act-pair,False
38,gemma-2-9b,0-gemmascope-res-16k," instances of the term ""input"" related to data processing contexts",,oai_token-act-pair,False
39,gemma-2-9b,0-gemmascope-res-16k, instances of conversations and discussions,,oai_token-act-pair,False
40,gemma-2-9b,0-gemmascope-res-16k," occurrences of the substring ""ho""",,oai_token-act-pair,
41,gemma-2-9b,0-gemmascope-res-16k," occurrences of the term ""Fa"" and related variations in the text",,oai_token-act-pair,
42,gemma-2-9b,0-gemmascope-res-16k,references to the name 'Dan' and its variations in different contexts,,oai_token-act-pair,False
43,gemma-2-9b,0-gemmascope-res-16k,references to people in various contexts,,oai_token-act-pair,False
44,gemma-2-9b,0-gemmascope-res-16k, occurrences of namespace declarations in code,,oai_token-act-pair,
45,gemma-2-9b,0-gemmascope-res-16k,verbs that indicate action or process initiation and progression,,oai_token-act-pair,
46,gemma-2-9b,0-gemmascope-res-16k,references to ownership and owners,,oai_token-act-pair,False
47,gemma-2-9b,0-gemmascope-res-16k,references to legislative processes and structures,,oai_token-act-pair,False
48,gemma-2-9b,0-gemmascope-res-16k, structured data or blocks of formatted information,,oai_token-act-pair,
49,gemma-2-9b,0-gemmascope-res-16k, terms and concepts related to chemicals and substances,,oai_token-act-pair,
50,gemma-2-9b,0-gemmascope-res-16k, historical and literary references related to Wicca and other related traditions,,oai_token-act-pair,False
51,gemma-2-9b,0-gemmascope-res-16k, HTML closing tags,,oai_token-act-pair,
52,gemma-2-9b,0-gemmascope-res-16k, occurrences of terms related to unexpected events or contingencies,,oai_token-act-pair,False
53,gemma-2-9b,0-gemmascope-res-16k, terms related to competitive rounds or match structures in sports,,oai_token-act-pair,
54,gemma-2-9b,0-gemmascope-res-16k,instances of admission or acknowledgment of facts and issues,,oai_token-act-pair,
55,gemma-2-9b,0-gemmascope-res-16k, references to chemical compounds,,oai_token-act-pair,True
56,gemma-2-9b,0-gemmascope-res-16k,"references to submissions and mentions of the word ""everywhere.""",,oai_token-act-pair,
57,gemma-2-9b,0-gemmascope-res-16k,references to competitive games or gaming events,,oai_token-act-pair,False
