index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,4-gemmascope-res-16k,negative words or phrases,,oai_token-act-pair,
1,gemma-2-9b,4-gemmascope-res-16k, phrases indicating duration or extended periods of time,,oai_token-act-pair,
2,gemma-2-9b,4-gemmascope-res-16k,references to advocacy or representation on behalf of others,,oai_token-act-pair,
3,gemma-2-9b,4-gemmascope-res-16k,"references to ""the"" in various contexts",,oai_token-act-pair,
4,gemma-2-9b,4-gemmascope-res-16k, references to human rights and social issues,,oai_token-act-pair,False
5,gemma-2-9b,4-gemmascope-res-16k,references to scheduled or anticipated events,,oai_token-act-pair,
6,gemma-2-9b,4-gemmascope-res-16k,terms and phrases related to soccer players and their career milestones,,oai_token-act-pair,False
7,gemma-2-9b,4-gemmascope-res-16k,terms related to exclusivity and unique privileges,,oai_token-act-pair,False
8,gemma-2-9b,4-gemmascope-res-16k, terms related to advocacy and support for causes,,oai_token-act-pair,
9,gemma-2-9b,4-gemmascope-res-16k,references to surface properties and characteristics in materials,,oai_token-act-pair,False
10,gemma-2-9b,4-gemmascope-res-16k, phrases related to durations of time,,oai_token-act-pair,False
11,gemma-2-9b,4-gemmascope-res-16k, phrases that include references to geographical locations or boundaries,,oai_token-act-pair,
12,gemma-2-9b,4-gemmascope-res-16k, key statistics related to football games,,oai_token-act-pair,
13,gemma-2-9b,4-gemmascope-res-16k, references to instructions or guidance,,oai_token-act-pair,
14,gemma-2-9b,4-gemmascope-res-16k,"numerical data or identifiers, particularly in the context of legal or statistical information",,oai_token-act-pair,
15,gemma-2-9b,4-gemmascope-res-16k,expressions of gratitude and requests for assistance,,oai_token-act-pair,
16,gemma-2-9b,4-gemmascope-res-16k, references to specific product features or characteristics related to technology and food,,oai_token-act-pair,False
17,gemma-2-9b,4-gemmascope-res-16k,terms related to legal liability and responsibility,,oai_token-act-pair,
18,gemma-2-9b,4-gemmascope-res-16k,"different forms of the word ""demand""",,oai_token-act-pair,
19,gemma-2-9b,4-gemmascope-res-16k," instances of the word ""This"" and its variations",,oai_token-act-pair,
20,gemma-2-9b,4-gemmascope-res-16k, file path or import statements in code,,oai_token-act-pair,
21,gemma-2-9b,4-gemmascope-res-16k, sequences of numerical values,,oai_token-act-pair,
22,gemma-2-9b,4-gemmascope-res-16k, identifiers related to programming and data structures,,oai_token-act-pair,False
23,gemma-2-9b,4-gemmascope-res-16k,references to dosage and dosing related to medical treatments,,oai_token-act-pair,
24,gemma-2-9b,4-gemmascope-res-16k,"phrases or statements emphasizing the concept of ""reason.""",,oai_token-act-pair,
25,gemma-2-9b,4-gemmascope-res-16k, references to competitive sports matches,,oai_token-act-pair,
26,gemma-2-9b,4-gemmascope-res-16k," terms associated with various forms of ideology and belief systems, particularly those relating to fundamentalism",,oai_token-act-pair,False
27,gemma-2-9b,4-gemmascope-res-16k," key phrases and terms related to Google services and their policies.
",,oai_token-act-pair,False
28,gemma-2-9b,4-gemmascope-res-16k, automotive brands and models,,oai_token-act-pair,
29,gemma-2-9b,4-gemmascope-res-16k, phrases related to actions and outcomes concerning past events,,oai_token-act-pair,
30,gemma-2-9b,4-gemmascope-res-16k, terms related to legislative and governmental structures,,oai_token-act-pair,False
31,gemma-2-9b,4-gemmascope-res-16k,"terms related to various types of acids, particularly sulfuric acid and other specific acids",,oai_token-act-pair,
32,gemma-2-9b,4-gemmascope-res-16k, references to source code or source files,,oai_token-act-pair,False
33,gemma-2-9b,4-gemmascope-res-16k, terms related to cotton and its properties,,oai_token-act-pair,
34,gemma-2-9b,4-gemmascope-res-16k,keywords and phrases related to publishing and small press literature,,oai_token-act-pair,
35,gemma-2-9b,4-gemmascope-res-16k,technical terms related to mesh structures in various contexts,,oai_token-act-pair,True
36,gemma-2-9b,4-gemmascope-res-16k," occurrences of the word ""to.""",,oai_token-act-pair,
37,gemma-2-9b,4-gemmascope-res-16k,"words associated with ""comb"" or ""com"" and its various forms or derivatives",,oai_token-act-pair,
38,gemma-2-9b,4-gemmascope-res-16k,HTML or XML tag formatting in the text,,oai_token-act-pair,
39,gemma-2-9b,4-gemmascope-res-16k,"discrete numerical values and operations, especially in mathematical or computational contexts",,oai_token-act-pair,
40,gemma-2-9b,4-gemmascope-res-16k, concepts related to preservation and protection,,oai_token-act-pair,
41,gemma-2-9b,4-gemmascope-res-16k," occurrences of the word ""swing"" related to the Swing framework in Java",,oai_token-act-pair,
42,gemma-2-9b,4-gemmascope-res-16k, code-related syntax and structures in programming languages,,oai_token-act-pair,
43,gemma-2-9b,4-gemmascope-res-16k, terms related to placeholders and propulsion systems,,oai_token-act-pair,
44,gemma-2-9b,4-gemmascope-res-16k,"the repeated use of the word ""again.""",,oai_token-act-pair,
45,gemma-2-9b,4-gemmascope-res-16k,"instances of the word ""real"" and its variations, often in contexts related to authenticity or truth",,oai_token-act-pair,
