index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,33-gemmascope-res-16k,questions or inquiries about methods or processes,,oai_token-act-pair,
1,gemma-2-9b,33-gemmascope-res-16k,patterns or sequences related to numerical data and statistical values,,oai_token-act-pair,
2,gemma-2-9b,33-gemmascope-res-16k,references to various policy-related topics and discussions,,oai_token-act-pair,
3,gemma-2-9b,33-gemmascope-res-16k, references to seasonal changes and their effects,,oai_token-act-pair,
4,gemma-2-9b,33-gemmascope-res-16k,"references to nationalities, specifically those associated with Australia, Canada, and others",,oai_token-act-pair,
5,gemma-2-9b,33-gemmascope-res-16k, instances of legal and medical terminology related to claims and treatment,,oai_token-act-pair,
6,gemma-2-9b,33-gemmascope-res-16k,terms related to investment and financial advisory,,oai_token-act-pair,
7,gemma-2-9b,33-gemmascope-res-16k,elements related to event details and organization,,oai_token-act-pair,
8,gemma-2-9b,33-gemmascope-res-16k, geographical details and locations,,oai_token-act-pair,
9,gemma-2-9b,33-gemmascope-res-16k,"numerical data, specifically relating to digits and their representation in various contexts",,oai_token-act-pair,False
10,gemma-2-9b,33-gemmascope-res-16k, references to sports players and their career statistics,,oai_token-act-pair,
11,gemma-2-9b,33-gemmascope-res-16k,terms related to affiliation and membership within groups or organizations,,oai_token-act-pair,
12,gemma-2-9b,33-gemmascope-res-16k,names of people and places in a political or cultural context,,oai_token-act-pair,
13,gemma-2-9b,33-gemmascope-res-16k,quantities and measures related to intensity or amount,,oai_token-act-pair,
14,gemma-2-9b,33-gemmascope-res-16k,"references to credit or acknowledgement, particularly in the context of film and media productions",,oai_token-act-pair,
15,gemma-2-9b,33-gemmascope-res-16k, names and titles related to political figures and their activities,,oai_token-act-pair,
16,gemma-2-9b,33-gemmascope-res-16k,elements of code or structured data within programming contexts,,oai_token-act-pair,
17,gemma-2-9b,33-gemmascope-res-16k, patterns and structures related to regular expressions and string manipulations,,oai_token-act-pair,
18,gemma-2-9b,33-gemmascope-res-16k,dates and numerical information in relation to events,,oai_token-act-pair,
19,gemma-2-9b,33-gemmascope-res-16k,references to hooks and related mechanisms or concepts,,oai_token-act-pair,
20,gemma-2-9b,33-gemmascope-res-16k,mathematical constructs and operations related to derivatives,,oai_token-act-pair,False
