index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,25-gemmascope-res-16k," instances of the phrase ""at least"" used in various contexts",,oai_token-act-pair,
1,gemma-2-9b,25-gemmascope-res-16k,"text that references sources, citations, or information attribution",,oai_token-act-pair,True
2,gemma-2-9b,25-gemmascope-res-16k,references to managing or dealing with issues or processes,,oai_token-act-pair,
3,gemma-2-9b,25-gemmascope-res-16k,"statements expressing hope and assistance for others, particularly in providing useful information",,oai_token-act-pair,
4,gemma-2-9b,25-gemmascope-res-16k, phrases related to statistics or numerical data,,oai_token-act-pair,
5,gemma-2-9b,25-gemmascope-res-16k,"specific formatting or structuring elements in text, such as punctuation and citations",,oai_token-act-pair,
6,gemma-2-9b,25-gemmascope-res-16k,terms related to prior conditions or histories,,oai_token-act-pair,
7,gemma-2-9b,25-gemmascope-res-16k,discussions related to technological devices and their functionalities,,oai_token-act-pair,
8,gemma-2-9b,25-gemmascope-res-16k,references to specific entities or identifiers within text,,oai_token-act-pair,True
9,gemma-2-9b,25-gemmascope-res-16k,terms related to efficiency and optimization in processes,,oai_token-act-pair,
10,gemma-2-9b,25-gemmascope-res-16k,features related to product functionality and benefits,,oai_token-act-pair,
11,gemma-2-9b,25-gemmascope-res-16k,requests and encourages participation or engagement,,oai_token-act-pair,
12,gemma-2-9b,25-gemmascope-res-16k,"specific institutional names and locations related to healthcare, education, and legal systems",,oai_token-act-pair,
13,gemma-2-9b,25-gemmascope-res-16k,"repeated use of the word ""hard"" and its variations indicating difficulty or struggle",,oai_token-act-pair,
14,gemma-2-9b,25-gemmascope-res-16k,beliefs related to personal growth and development,,oai_token-act-pair,
15,gemma-2-9b,25-gemmascope-res-16k,positive descriptions of food and dining experiences,,oai_token-act-pair,
16,gemma-2-9b,25-gemmascope-res-16k,"words and phrases related to fleeing and displacement, particularly in the context of refugees",,oai_token-act-pair,
17,gemma-2-9b,25-gemmascope-res-16k, information related to employment status and professions,,oai_token-act-pair,
18,gemma-2-9b,25-gemmascope-res-16k,terms related to release and training,,oai_token-act-pair,False
19,gemma-2-9b,25-gemmascope-res-16k,references to professional qualifications and credentials,,oai_token-act-pair,
20,gemma-2-9b,25-gemmascope-res-16k,phrases related to technical problems or troubleshooting,,oai_token-act-pair,
21,gemma-2-9b,25-gemmascope-res-16k, phrases that denote possession or relationships between entities,,oai_token-act-pair,
22,gemma-2-9b,25-gemmascope-res-16k, phrases related to critical thinking and reflection,,oai_token-act-pair,
23,gemma-2-9b,25-gemmascope-res-16k, elements and attributes related to software or coding frameworks,,oai_token-act-pair,False
24,gemma-2-9b,25-gemmascope-res-16k,references to the Summer Olympics,,oai_token-act-pair,
25,gemma-2-9b,25-gemmascope-res-16k, phrases indicating involvement or significance in partnerships or collaborations,,oai_token-act-pair,
26,gemma-2-9b,25-gemmascope-res-16k,"code-related entities, especially pertaining to event handling and listener implementations in programming",,oai_token-act-pair,
27,gemma-2-9b,25-gemmascope-res-16k, references to court cases or legal discussions,,oai_token-act-pair,
28,gemma-2-9b,25-gemmascope-res-16k, numerical references to locations or addresses,,oai_token-act-pair,
29,gemma-2-9b,25-gemmascope-res-16k,references to financial expenditures and economic consequences,,oai_token-act-pair,
30,gemma-2-9b,25-gemmascope-res-16k,phrases and components related to sports contracts and legal proceedings,,oai_token-act-pair,
31,gemma-2-9b,25-gemmascope-res-16k,"references to various types or classifications of items, including animals, foods, and challenges",,oai_token-act-pair,
32,gemma-2-9b,25-gemmascope-res-16k, phrases related to script configurations and user choices in gaming contexts,,oai_token-act-pair,False
33,gemma-2-9b,25-gemmascope-res-16k,specific software file formats and related programming structures,,oai_token-act-pair,
34,gemma-2-9b,25-gemmascope-res-16k,elements related to XML data processing and serialization,,oai_token-act-pair,False
35,gemma-2-9b,25-gemmascope-res-16k,specific characters and keywords related to programming and coding,,oai_token-act-pair,
36,gemma-2-9b,25-gemmascope-res-16k,contrastive conjunctions and phrases indicating opposition or alternatives,,oai_token-act-pair,
37,gemma-2-9b,25-gemmascope-res-16k, expressions of capability and potential,,oai_token-act-pair,
38,gemma-2-9b,25-gemmascope-res-16k,references to significant locations and organizations in various contexts,,oai_token-act-pair,
39,gemma-2-9b,25-gemmascope-res-16k, relationships and interactions between entities or variables,,oai_token-act-pair,
40,gemma-2-9b,25-gemmascope-res-16k, programming constructs and operations related to data processing,,oai_token-act-pair,
41,gemma-2-9b,25-gemmascope-res-16k,elements related to social group dynamics and relationships,,oai_token-act-pair,False
42,gemma-2-9b,25-gemmascope-res-16k,references to political parties and their associated dynamics,,oai_token-act-pair,False
43,gemma-2-9b,25-gemmascope-res-16k,"references to scientific works, authors, and publication details",,oai_token-act-pair,
44,gemma-2-9b,25-gemmascope-res-16k,terms and phrases related to medical conditions and anatomical descriptors,,oai_token-act-pair,True
45,gemma-2-9b,25-gemmascope-res-16k,references to academic publications and citations,,oai_token-act-pair,
46,gemma-2-9b,25-gemmascope-res-16k,references to cultural and societal influences on belief systems,,oai_token-act-pair,
47,gemma-2-9b,25-gemmascope-res-16k,variables and functions in programming contexts,,oai_token-act-pair,
48,gemma-2-9b,25-gemmascope-res-16k, mathematical terms and concepts related to statistics and probability,,oai_token-act-pair,False
49,gemma-2-9b,25-gemmascope-res-16k, terms related to software and technology products,,oai_token-act-pair,
50,gemma-2-9b,25-gemmascope-res-16k, statements about financial stability and economic conditions,,oai_token-act-pair,
51,gemma-2-9b,25-gemmascope-res-16k, coding constructs related to entity definitions in programming languages,,oai_token-act-pair,
52,gemma-2-9b,25-gemmascope-res-16k, instances of questions or prompts in the text,,oai_token-act-pair,
53,gemma-2-9b,25-gemmascope-res-16k, information related to education and school systems,,oai_token-act-pair,
54,gemma-2-9b,25-gemmascope-res-16k, technical terminology related to programming components and statistical data,,oai_token-act-pair,
55,gemma-2-9b,25-gemmascope-res-16k,references to significant events and their consequences,,oai_token-act-pair,
56,gemma-2-9b,25-gemmascope-res-16k,mathematical operations and expressions involving calculations,,oai_token-act-pair,
57,gemma-2-9b,25-gemmascope-res-16k,"Java class and method structure components, including visibility modifiers and variable declarations",,oai_token-act-pair,
