index,modelId,layer,description,explanationModelName,typeName,bio_related
0,gemma-2-9b,7-gemmascope-res-16k,negations and phrases indicating uncertainty or lack of affirmation,,oai_token-act-pair,
1,gemma-2-9b,7-gemmascope-res-16k, contractions and possessives in the text,,oai_token-act-pair,
2,gemma-2-9b,7-gemmascope-res-16k,keywords and identifiers related to a specific programming language or framework,,oai_token-act-pair,
3,gemma-2-9b,7-gemmascope-res-16k, references to currency or numerical codes,,oai_token-act-pair,
4,gemma-2-9b,7-gemmascope-res-16k,medical imaging techniques and their applications in diagnosing conditions,,oai_token-act-pair,True
5,gemma-2-9b,7-gemmascope-res-16k, references to time or duration indicators,,oai_token-act-pair,
6,gemma-2-9b,7-gemmascope-res-16k,future-oriented or upcoming events and announcements,,oai_token-act-pair,
7,gemma-2-9b,7-gemmascope-res-16k, references to images and galleries in the context of a website,,oai_token-act-pair,
8,gemma-2-9b,7-gemmascope-res-16k,similes or comparisons within text,,oai_token-act-pair,
9,gemma-2-9b,7-gemmascope-res-16k, code-related elements and functionalities related to threading management,,oai_token-act-pair,
10,gemma-2-9b,7-gemmascope-res-16k,references to the color orange and related items,,oai_token-act-pair,
11,gemma-2-9b,7-gemmascope-res-16k,references to offices and their related contexts,,oai_token-act-pair,
12,gemma-2-9b,7-gemmascope-res-16k,"structured data, particularly numerical values and identifiers alongside their associated labels",,oai_token-act-pair,
13,gemma-2-9b,7-gemmascope-res-16k,references to characters or figures associated with pop culture and entertainment,,oai_token-act-pair,False
14,gemma-2-9b,7-gemmascope-res-16k,tokens that represent the start of a new text or document section,,oai_token-act-pair,
15,gemma-2-9b,7-gemmascope-res-16k, terms related to the study and examination of scientific research,,oai_token-act-pair,False
16,gemma-2-9b,7-gemmascope-res-16k, mathematical expressions or formulas involving fractions and ratios,,oai_token-act-pair,
17,gemma-2-9b,7-gemmascope-res-16k,"instances of the word ""total"" and related terminology in various contexts",,oai_token-act-pair,
18,gemma-2-9b,7-gemmascope-res-16k,references to personal pronouns in various languages,,oai_token-act-pair,
19,gemma-2-9b,7-gemmascope-res-16k,statements related to causation and outcomes,,oai_token-act-pair,
20,gemma-2-9b,7-gemmascope-res-16k, numerical data or statistics related to events or measurements,,oai_token-act-pair,
21,gemma-2-9b,7-gemmascope-res-16k,"HTML and XML elements, attributes, and other coding semantics related to web page structure and programming",,oai_token-act-pair,False
22,gemma-2-9b,7-gemmascope-res-16k,terms related to pharmacokinetics and drug absorption processes,,oai_token-act-pair,True
23,gemma-2-9b,7-gemmascope-res-16k, judicial terminology and references to legal proceedings,,oai_token-act-pair,
24,gemma-2-9b,7-gemmascope-res-16k, phrases related to recipients or groups belonging to a category,,oai_token-act-pair,
25,gemma-2-9b,7-gemmascope-res-16k,terms related to leaking and leakage in various contexts,,oai_token-act-pair,
26,gemma-2-9b,7-gemmascope-res-16k, geographic locations and their relationships to specific events or phenomena,,oai_token-act-pair,
27,gemma-2-9b,7-gemmascope-res-16k, components and lifecycle methods in a React code structure,,oai_token-act-pair,
